,League,country,date,player1,player2,result,HomeAwayodd01,HomeAwayodd02,AHgames,AHodd01,AHodd02,OUgames,OUodds1,OUodds2
26,ATP Buenos Aires,argentina,2012-02-21,Wawrinka S.,Zeballos H.,"Final result 2:0 (6:3, 6:4)",1.24,4.51,-4.5,1.86,1.99,+20,1.83,2.02
27,ATP Buenos Aires,argentina,2012-02-20,Ferrero J. C.,Nishikori K.,"Final result 1:2 (5:7, 6:3, 2:6)",1.88,2.00,-2,2.04,1.81,+22.5,2.04,1.82
28,ATP Buenos Aires,argentina,2012-02-20,Bagnis F.,Mayer L.,"Final result 2:1 (5:7, 6:4, 6:2)",4.29,1.26,+4.5,1.93,1.92,+21,1.85,2.00
29,ATP Buenos Aires,argentina,2012-02-20,Gonzalez F.,Montanes A. ,"Montanes A. retired (7:5, 1:0)",3.82,1.30,+1.5,2.10,1.81,+22,2.11,1.77
30,ATP Buenos Aires,argentina,2012-02-20,Berlocq C.,Riba P.,"Final result 2:1 (65:7, 6:0, 6:0)",1.12,7.00,-5.5,1.74,2.16,+19,2.04,1.81
31,ATP Buenos Aires,argentina,2012-02-20,Capdeville P.,Andreev I.,"Final result 0:2 (68:7, 3:6)",none,none,none,none,none,none,none,none
32,ATP Buenos Aires,argentina,2012-02-20,Hanescu V.,Andujar-Alba P.,"Final result 2:1 (6:3, 4:6, 7:64)",1.66,2.35,-2.5,1.91,1.94,+22,2.10,1.77
33,ATP Buenos Aires,argentina,2012-02-20,Molteni A.,Arguello F.,"Final result 2:1 (5:7, 6:3, 6:4)",none,none,none,none,none,none,none,none
34,ATP Buenos Aires,argentina,2012-02-20,Odesnik W.,Delbonis F.,"Final result 1:2 (3:6, 7:61, 2:6)",none,none,none,none,none,none,none,none
35,ATP Buenos Aires,argentina,2012-02-20,Marti J.,Silva D. R.,"Final result 2:1 (2:6, 6:4, 6:3)",none,none,none,none,none,none,none,none
36,ATP Buenos Aires,argentina,2012-02-19,Pastor N.,Andreev I.,"Final result 0:2 (0:6, 1:6)",none,none,none,none,none,none,none,none
37,ATP Buenos Aires,argentina,2012-02-19,Souza J.,Capdeville P.,"Final result 0:2 (4:6, 2:6)",none,none,none,none,none,none,none,none
38,ATP Buenos Aires,argentina,2012-02-19,Marti J.,Schwartzman D.,"Final result 2:0 (6:4, 6:1)",none,none,none,none,none,none,none,none
39,ATP Buenos Aires,argentina,2012-02-19,Velotti A.,Arguello F.,"Final result 0:2 (5:7, 3:6)",none,none,none,none,none,none,none,none
40,ATP Buenos Aires,argentina,2012-02-19,Odesnik W.,Brzezicki J. P.,"Final result 2:0 (6:2, 6:3)",none,none,none,none,none,none,none,none
41,ATP Buenos Aires,argentina,2012-02-19,Alund M.,Delbonis F.,"Final result 1:2 (66:7, 6:4, 2:6)",none,none,none,none,none,none,none,none
42,ATP Buenos Aires,argentina,2012-02-19,Molteni A.,Trungelliti M.,"Final result 2:0 (6:3, 7:63)",none,none,none,none,none,none,none,none
43,ATP Buenos Aires,argentina,2012-02-19,Schwank E.,Silva D. R.,"Final result 1:2 (68:7, 6:4, 3:6)",none,none,none,none,none,none,none,none
44,ATP Buenos Aires,argentina,2012-02-18,Souza J.,Aranguren J.,"Final result 2:0 (6:3, 6:3)",none,none,none,none,none,none,none,none
45,ATP Buenos Aires,argentina,2012-02-18,Konfederak K.,Pastor N.,"Final result 0:2 (0:6, 3:6)",none,none,none,none,none,none,none,none
46,ATP Buenos Aires,argentina,2012-02-18,Ciric N.,Andreev I.,"Final result 0:2 (1:6, 4:6)",none,none,none,none,none,none,none,none
47,ATP Buenos Aires,argentina,2012-02-18,Giannessi A.,Capdeville P.,"Final result 0:2 (1:6, 61:7)",none,none,none,none,none,none,none,none
48,ATP Buenos Aires,argentina,2012-02-18,Chardy J.,Molteni A.,"Final result 0:2 (2:6, 5:7)",none,none,none,none,none,none,none,none
49,ATP Buenos Aires,argentina,2012-02-18,Pella G.,Velotti A.,"Final result 0:2 (4:6, 1:6)",none,none,none,none,none,none,none,none
50,ATP Buenos Aires,argentina,2012-02-18,Ghem A.,Trungelliti M.,"Final result 0:2 (2:6, 4:6)",none,none,none,none,none,none,none,none
51,ATP Buenos Aires,argentina,2012-02-18,Arguello F.,Gonzalez M.,"Final result 2:1 (64:7, 6:1, 7:62)",none,none,none,none,none,none,none,none
52,ATP Buenos Aires,argentina,2012-02-18,Gimeno-Traver D.,Marti J.,"Final result 1:2 (3:6, 7:64, 3:6)",none,none,none,none,none,none,none,none
53,ATP Buenos Aires,argentina,2012-02-18,Odesnik W.,Decoud S.,"Final result 2:0 (6:3, 7:64)",none,none,none,none,none,none,none,none
54,ATP Buenos Aires,argentina,2012-02-18,Delbonis F.,Junqueira D.,"Final result 2:0 (7:5, 6:1)",none,none,none,none,none,none,none,none
55,ATP Buenos Aires,argentina,2012-02-18,Alund M.,Elias G.,"Final result 2:0 (7:65, 7:5)",none,none,none,none,none,none,none,none
56,ATP Buenos Aires,argentina,2012-02-18,Brzezicki J. P.,Estevez M.,"Final result 2:0 (7:5, 6:1)",none,none,none,none,none,none,none,none
57,ATP Buenos Aires,argentina,2012-02-18,Felder M.,Silva D. R.,"Final result 0:2 (2:6, 0:6)",none,none,none,none,none,none,none,none
58,ATP Buenos Aires,argentina,2012-02-18,Galdon P.,Schwartzman D.,"Final result 0:2 (3:6, 3:6)",none,none,none,none,none,none,none,none
59,ATP Buenos Aires,argentina,2012-02-18,Schwank E.,Duran G.,"Final result 2:0 (7:62, 6:3)",none,none,none,none,none,none,none,none
