,League,country,date,player1,player2,result,HomeAwayodd01,HomeAwayodd02,AHgames,AHodd01,AHodd02,OUgames,OUodds1,OUodds2
145,ATP Australian Open,australia,2016-01-15,Struff J-L.,Stepanek R.,"Final result 0:2 (4:6, 4:6)",2.57,1.54,+2.5,1.95,1.85,+22.5,1.86,1.99
146,ATP Australian Open,australia,2016-01-15,Wu D.,Fabbiano T.,"Final result 2:0 (6:1, 6:4)",3.16,1.38,+4,1.99,1.86,+21.5,1.95,1.88
147,ATP Australian Open,australia,2016-01-15,Bai Y.,Kravchuk K.,"Final result 2:1 (2:6, 6:4, 8:6)",4.20,1.25,+4,2.10,1.74,+21,1.92,1.93
148,ATP Australian Open,australia,2016-01-15,Roger-Vasselin E.,Samper-Montana J.,"Final result 2:0 (6:3, 6:2)",1.11,7.25,-5.5,1.94,1.91,+19.5,2.01,1.84
149,ATP Australian Open,australia,2016-01-15,Chiudinelli M.,Herbert P.,"Final result 0:2 (65:7, 4:6)",2.32,1.65,+1.5,2.03,1.78,+23.5,1.98,1.86
150,ATP Australian Open,australia,2016-01-15,Novak D.,Trungelliti M.,"Final result 0:2 (3:6, 4:6)",1.93,1.92,+0.5,1.88,1.93,+22.5,2.01,1.85
151,ATP Australian Open,australia,2016-01-15,Gojowczyk P.,Tiafoe F.,"Final result 2:0 (6:3, 6:2)",2.13,1.76,+1,1.99,1.83,+23,1.94,1.88
152,ATP Australian Open,australia,2016-01-15,Nedovyesov A.,Setkic A.,"Final result 2:1 (6:2, 2:6, 6:0)",none,none,none,none,none,none,none,none
153,ATP Australian Open,australia,2016-01-15,Soeda G.,Kudryavtsev A.,"Final result 1:2 (6:3, 3:6, 2:6)",1.69,2.24,-3,2.01,1.79,+22,1.86,1.96
154,ATP Australian Open,australia,2016-01-14,Albot R.,McGee J.,"Final result 1:2 (6:1, 1:6, 2:6)",1.78,2.10,-2,1.98,1.84,none,none,none
155,ATP Australian Open,australia,2016-01-14,Anderson O.,Menendez-Maceiras A.,"Final result 0:2 (4:6, 2:6)",2.77,1.48,+3,1.97,1.88,+22,1.88,1.97
156,ATP Australian Open,australia,2016-01-14,Copil M.,Basic M.,"Final result 0:2 (3:6, 61:7)",1.70,2.21,-2.5,1.99,1.83,+23,1.93,1.92
157,ATP Australian Open,australia,2016-01-14,Ito T.,Sandgren T.,"Final result 2:0 (6:4, 6:2)",1.47,2.78,-3.5,2.04,1.79,+21.5,1.86,1.99
158,ATP Australian Open,australia,2016-01-14,Giustino L.,Myneni S.,"Final result 0:2 (1:6, 67:7)",3.17,1.38,+4,1.91,1.94,+21.5,1.91,1.94
159,ATP Australian Open,australia,2016-01-14,Janvier M.,Brands D.,"Final result 1:2 (7:64, 3:6, 2:6)",6.29,1.14,+4.5,1.99,1.86,+21,1.93,1.92
160,ATP Australian Open,australia,2016-01-14,Molchanov D.,Harrison R.,"Final result 0:2 (3:6, 1:6)",3.94,1.27,+4,1.94,1.91,+21.5,1.90,1.95
161,ATP Australian Open,australia,2016-01-14,Zverev M.,Gombos N.,"Final result 2:0 (6:1, 6:2)",1.41,3.05,-4,2.11,1.73,+22,1.93,1.92
162,ATP Australian Open,australia,2016-01-14,Smith J. P.,Millot V.,"Final result 0:2 (2:6, 5:7)",1.47,2.79,-3.5,1.94,1.86,+22.5,1.94,1.91
163,ATP Australian Open,australia,2016-01-14,Ward J.,Novikov D.,"Final result 0:2 (4:6, 5:7)",1.68,2.26,-1.5,1.92,1.93,+23,1.96,1.89
164,ATP Australian Open,australia,2016-01-14,Smyczek T.,Karatsev A.,"Final result 2:0 (6:3, 6:4)",1.65,2.31,-2.5,1.96,1.89,+22.5,1.97,1.88
165,ATP Australian Open,australia,2016-01-14,Sugita Y.,Mertens Y.,"Final result 2:1 (6:3, 5:7, 6:4)",1.41,3.05,-3.5,1.89,1.96,+22,1.94,1.91
166,ATP Australian Open,australia,2016-01-14,Robert S.,Sijsling I.,"Final result 2:0 (7:5, 7:5)",2.16,1.74,+1,2.01,1.81,+22.5,1.91,1.94
167,ATP Australian Open,australia,2016-01-14,Berrer M.,Fritz T.,"Final result 1:2 (3:6, 6:1, 1:6)",2.75,1.48,+3,2.00,1.81,+22,1.89,1.96
168,ATP Australian Open,australia,2016-01-14,Roca B. O.,Fratangelo B.,"Final result 1:2 (6:3, 3:6, 2:6)",6.12,1.14,+5.5,1.99,1.86,+19,1.86,1.99
169,ATP Australian Open,australia,2016-01-14,Evans D.,Weintraub A.,"Final result 2:1 (7:5, 64:7, 6:2)",1.55,2.54,-3.5,2.05,1.78,+22,1.91,1.94
170,ATP Australian Open,australia,2016-01-14,Coppejans K.,Khachanov K.,"Final result 0:2 (3:6, 2:6)",2.85,1.45,+3,2.06,1.78,+22.5,1.88,1.98
171,ATP Australian Open,australia,2016-01-14,Mitchell B.,Olivo R.,"Final result 1:2 (7:611, 5:7, 2:6)",1.23,4.40,-5.5,2.06,1.77,+20,1.86,1.99
172,ATP Australian Open,australia,2016-01-14,Bemelmans R.,Gerasimov E.,"Final result 2:1 (6:4, 3:6, 6:1)",2.15,1.75,+0.5,1.99,1.81,+22.5,1.89,1.96
173,ATP Australian Open,australia,2016-01-14,Zopp J.,De Schepper K.,"Final result 1:2 (5:7, 7:5, 10:12)",1.88,1.98,-2.5,2.00,1.83,+23.5,1.96,1.89
174,ATP Australian Open,australia,2016-01-14,Kovalik J.,Donati M.,"Final result 2:0 (6:2, 6:3)",1.68,2.25,-2,1.98,1.84,+22,1.89,1.96
175,ATP Australian Open,australia,2016-01-13,Brown D.,Novak D.,"Final result 0:2 (3:6, 3:6)",1.36,3.30,-3.5,1.91,1.94,+22,1.86,1.99
176,ATP Australian Open,australia,2016-01-13,Menendez-Maceiras A.,Ghem A.,"Final result 2:1 (6:3, 4:6, 6:3)",1.57,2.50,-3.5,2.04,1.79,+22,1.90,1.95
177,ATP Australian Open,australia,2016-01-13,Bai Y.,Smith C.,"Final result 2:0 (6:2, 6:3)",1.79,2.09,-1,1.96,1.85,+22,1.89,1.96
178,ATP Australian Open,australia,2016-01-13,Popko D.,Trungelliti M.,"Final result 0:2 (4:6, 4:6)",2.26,1.68,+1.5,2.01,1.81,+22,1.88,1.97
179,ATP Australian Open,australia,2016-01-13,Struff J-L.,Podlipnik-Castillo H.,"Final result 2:0 (6:4, 6:3)",1.06,10.29,-6,1.97,1.88,+18.5,1.86,1.99
180,ATP Australian Open,australia,2016-01-13,Golubev A.,Kravchuk K.,"Final result 1:2 (7:61, 65:7, 2:6)",2.36,1.63,+2,1.98,1.88,+22.5,1.89,1.96
181,ATP Australian Open,australia,2016-01-13,Herbert P.,Elias G.,"Final result 2:1 (7:66, 3:6, 6:3)",1.39,3.13,-3.5,1.98,1.88,+22,1.86,1.99
182,ATP Australian Open,australia,2016-01-13,Krueger M.,Chiudinelli M.,"Final result 1:2 (4:6, 6:2, 4:6)",2.77,1.48,+3,2.01,1.85,+21.5,1.85,2.00
183,ATP Australian Open,australia,2016-01-13,Matosevic M.,Barrere G.,"Final result 2:0 (6:2, 6:4)",1.30,3.70,-4.5,2.09,1.74,+21.5,1.94,1.89
184,ATP Australian Open,australia,2016-01-13,Ito T.,Fucsovics M.,"Final result 2:0 (6:1, 6:3)",2.36,1.63,+2,2.03,1.83,+22,1.90,1.95
185,ATP Australian Open,australia,2016-01-13,Falla A.,Nguyen D.,"Final result 2:0 (6:1, 6:4)",1.27,4.02,-4.5,1.89,1.96,+20.5,1.98,1.88
186,ATP Australian Open,australia,2016-01-13,Laaksonen H.,Gonzalez A.,"Final result 1:2 (2:6, 7:63, 5:7)",2.08,1.79,+0.5,1.99,1.82,+22,1.93,1.93
187,ATP Australian Open,australia,2016-01-13,Sandgren T.,Uchiyama Y.,"Final result 2:0 (6:1, 6:3)",1.96,1.89,+0.5,1.88,1.91,+22,1.86,1.99
188,ATP Australian Open,australia,2016-01-13,Yang T.,Desein N.,"Final result 0:2 (4:6, 64:7)",1.95,1.90,-1,2.00,1.83,+22,1.86,1.99
189,ATP Australian Open,australia,2016-01-13,Ignatik U.,Fabbiano T.,"Final result 1:2 (7:5, 3:6, 2:6)",2.53,1.56,+2.5,1.98,1.88,+22,1.86,1.99
190,ATP Australian Open,australia,2016-01-13,Stepanek R.,Satral J.,"Final result 2:1 (6:2, 3:6, 6:4)",1.18,5.26,-5,2.13,1.71,+20,1.89,1.96
191,ATP Australian Open,australia,2016-01-13,Anderson O.,Van Peperzeel G.,"Final result 2:0 (6:4, 6:3)",1.67,2.28,-2.5,1.93,1.88,+22,1.91,1.94
192,ATP Australian Open,australia,2016-01-13,Wu D.,Chen T.,"Final result 2:0 (6:2, 7:5)",1.74,2.16,none,none,none,+22,1.94,1.91
193,ATP Australian Open,australia,2016-01-13,Mousley B.,Molchanov D.,Mousley B. retired (3:6),1.79,2.09,-2.5,2.01,1.83,+22,1.95,1.90
194,ATP Australian Open,australia,2016-01-13,Samper-Montana J.,Gigounon G.,"Final result 2:0 (6:1, 6:2)",2.05,1.82,+0.5,1.95,1.85,+22,1.89,1.96
195,ATP Australian Open,australia,2016-01-13,Djere L.,Brands D.,"Final result 0:2 (4:6, 4:6)",3.99,1.27,+4,2.00,1.85,+22,1.95,1.87
196,ATP Australian Open,australia,2016-01-13,Klein B.,Gojowczyk P.,"Final result 0:2 (5:7, 2:6)",2.71,1.49,+2.5,2.00,1.81,+22.5,1.93,1.92
197,ATP Australian Open,australia,2016-01-13,Bourgue M.,Basic M.,"Final result 0:2 (65:7, 4:6)",3.17,1.38,+3.5,1.98,1.88,+21.5,1.86,1.99
198,ATP Australian Open,australia,2016-01-13,Caruso S.,Harrison R.,"Final result 0:2 (3:6, 63:7)",3.99,1.27,+4,2.08,1.75,+21,1.93,1.92
199,ATP Australian Open,australia,2016-01-13,Myneni S.,Ramanathan R.,"Final result 2:0 (6:4, 6:1)",1.93,1.93,-0.5,1.97,1.83,+22,1.86,1.99
200,ATP Australian Open,australia,2016-01-13,Lacko L.,Giustino L.,"Final result 0:2 (4:6, 67:7)",1.12,6.86,-5.5,2.06,1.81,+19.5,1.93,1.92
201,ATP Australian Open,australia,2016-01-13,Roger-Vasselin E.,Li Z.,"Final result 2:1 (1:6, 6:2, 6:3)",1.06,10.43,-6,1.95,1.90,+18.5,1.93,1.92
202,ATP Australian Open,australia,2016-01-13,Naso G.,Copil M.,"Final result 0:2 (65:7, 4:6)",9.51,1.07,+5.5,2.18,1.70,+18.5,1.83,2.03
203,ATP Australian Open,australia,2016-01-13,Tiafoe F.,Donaldson J.,"Final result 2:0 (6:3, 6:3)",2.52,1.56,+2,2.02,1.80,+22.5,1.98,1.88
204,ATP Australian Open,australia,2016-01-13,Chazal M.,Janvier M.,"Final result 1:2 (3:6, 7:5, 13:15)",2.21,1.70,+1,2.01,1.81,+22,1.89,1.96
205,ATP Australian Open,australia,2016-01-13,Karatsev A.,Skugor F.,"Final result 2:0 (6:4, 6:4)",1.45,2.85,-3.5,2.00,1.85,+22,1.99,1.86
206,ATP Australian Open,australia,2016-01-13,Gaio F.,Setkic A.,"Final result 0:2 (3:6, 4:6)",2.92,1.44,+3.5,2.00,1.85,+21.5,1.85,2.00
207,ATP Australian Open,australia,2016-01-13,Giannessi A.,Kudryavtsev A.,"Final result 0:2 (63:7, 2:6)",3.73,1.30,+4,1.96,1.89,+21,1.88,1.98
208,ATP Australian Open,australia,2016-01-13,Smyczek T.,Pereira J.,"Final result 2:0 (6:3, 6:3)",1.12,6.84,-5.5,1.91,1.94,+19.5,1.93,1.93
209,ATP Australian Open,australia,2016-01-13,Soeda G.,Marterer M.,"Final result 2:1 (6:2, 2:6, 6:4)",1.52,2.63,-3,1.93,1.92,+22,1.89,1.96
210,ATP Australian Open,australia,2016-01-13,Donati M.,Rola B.,"Final result 2:1 (2:6, 6:1, 6:4)",3.00,1.42,+3,2.06,1.77,+21.5,1.89,1.96
211,ATP Australian Open,australia,2016-01-13,Trinker B.,De Schepper K.,"Final result 1:2 (7:63, 5:7, 0:6)",5.67,1.16,+5,1.83,2.04,+20.5,1.88,1.98
212,ATP Australian Open,australia,2016-01-13,Zopp J.,Devvarman S.,"Final result 2:1 (2:6, 6:1, 6:4)",1.63,2.36,-2.5,1.92,1.93,none,none,none
213,ATP Australian Open,australia,2016-01-13,Ilhan M.,Nedovyesov A.,"Final result 1:2 (6:2, 3:6, 4:6)",1.55,2.55,-3,1.99,1.86,+22,1.93,1.92
214,ATP Australian Open,australia,2016-01-13,Kovalik J.,Krstin P.,"Final result 2:0 (7:5, 6:1)",1.64,2.34,-2.5,1.97,1.88,+22,1.88,1.97
215,ATP Australian Open,australia,2016-01-13,Marcora R.,Gombos N.,"Final result 1:2 (7:67, 5:7, 4:6)",3.35,1.35,+3.5,2.01,1.79,+21,1.89,1.96
216,ATP Australian Open,australia,2016-01-13,Khachanov K.,Zemlja G.,"Final result 2:0 (6:4, 7:5)",1.56,2.52,-3,1.99,1.87,+22,1.86,1.99
217,ATP Australian Open,australia,2016-01-13,Hemery C.,McGee J.,"Final result 0:2 (3:6, 4:6)",2.71,1.49,+3,1.96,1.89,+22,2.00,1.85
218,ATP Australian Open,australia,2016-01-13,Mitchell B.,King D.,"Final result 2:0 (6:2, 6:4)",1.53,2.61,-3,1.93,1.92,+22,1.96,1.89
219,ATP Australian Open,australia,2016-01-13,Dancevic F.,Fratangelo B.,"Final result 0:2 (65:7, 1:6)",2.39,1.61,+2,1.96,1.85,+22.5,1.98,1.88
220,ATP Australian Open,australia,2016-01-13,Olivo R.,Ymer E.,"Final result 2:1 (3:6, 6:3, 6:2)",4.19,1.25,+4.5,1.94,1.91,+20.5,1.88,1.98
221,ATP Australian Open,australia,2016-01-13,Langer N.,Gerasimov E.,"Final result 1:2 (6:4, 2:6, 0:6)",2.75,1.48,+3.5,1.99,1.86,+21.5,1.86,1.99
222,ATP Australian Open,australia,2016-01-13,Coppejans K.,De Minaur A.,"Final result 2:0 (6:3, 6:3)",1.08,9.06,-5.5,1.85,2.00,+19,1.86,1.99
223,ATP Australian Open,australia,2016-01-13,Zverev M.,Arnaboldi A.,"Final result 2:0 (6:2, 6:2)",1.40,3.11,-4,2.13,1.71,+22,1.88,1.97
224,ATP Australian Open,australia,2016-01-13,Albot R.,Mertl J.,"Final result 2:0 (6:3, 7:62)",1.55,2.55,-3,2.03,1.83,+22,1.90,1.95
225,ATP Australian Open,australia,2016-01-13,Bemelmans R.,Bourchier H.,"Final result 2:0 (7:65, 6:3)",1.17,5.36,-5,2.14,1.71,+20,1.89,1.96
226,ATP Australian Open,australia,2016-01-13,Roca B. O.,Lee D. H.,"Final result 2:0 (6:3, 7:61)",3.44,1.34,+3.5,2.09,1.75,+21.5,1.97,1.88
227,ATP Australian Open,australia,2016-01-12,Berrer M.,Lamasine T.,"Final result 2:0 (7:5, 6:2)",1.33,3.47,-4,1.89,1.96,+21,1.86,1.99
228,ATP Australian Open,australia,2016-01-12,Fritz T.,Moriya H.,"Final result 2:0 (6:3, 6:1)",1.13,6.44,-5,1.86,1.99,+19.5,1.91,1.94
229,ATP Australian Open,australia,2016-01-12,Guez D.,Millot V.,"Final result 0:2 (3:6, 62:7)",1.81,2.05,-1.5,1.99,1.86,+21.5,1.86,1.98
230,ATP Australian Open,australia,2016-01-12,Ward J.,Polansky P.,"Final result 2:0 (7:66, 6:4)",1.43,2.94,-4,2.12,1.72,+22,1.95,1.87
231,ATP Australian Open,australia,2016-01-12,Bolt A.,Robert S.,"Final result 1:2 (6:3, 2:6, 2:6)",2.11,1.77,-0.5,2.00,1.81,+22.5,1.98,1.86
232,ATP Australian Open,australia,2016-01-12,Dustov F.,Mertens Y.,"Final result 1:2 (7:64, 4:6, 2:6)",1.99,1.86,-1.5,2.03,1.83,+22,1.86,1.99
233,ATP Australian Open,australia,2016-01-12,Polmans M.,Novikov D.,"Final result 0:2 (4:6, 64:7)",5.04,1.19,+4.5,2.00,1.85,+20.5,1.89,1.96
234,ATP Australian Open,australia,2016-01-12,Smith J. P.,Linzer M.,"Final result 2:0 (6:4, 6:0)",1.15,6.04,-5,2.05,1.81,+20,1.85,2.00
235,ATP Australian Open,australia,2016-01-12,Struvay E.,Sijsling I.,"Final result 0:2 (3:6, 3:6)",4.85,1.20,+4,2.05,1.81,+21,1.93,1.93
236,ATP Australian Open,australia,2016-01-12,Sugita Y.,Pavic A.,"Final result 2:1 (7:5, 4:6, 6:1)",1.74,2.16,-2.5,2.00,1.81,+22.5,1.94,1.91
237,ATP Australian Open,australia,2016-01-12,Vanni L.,Evans D.,"Final result 0:2 (65:7, 4:6)",1.52,2.64,-3.5,2.04,1.79,+22.5,1.98,1.87
238,ATP Australian Open,australia,2016-01-12,Weintraub A.,Saville L.,"Final result 2:1 (4:6, 6:3, 6:4)",1.91,1.94,-1,2.02,1.81,+22,1.88,1.98
