,League,country,date,player1,player2,result,HomeAwayodd01,HomeAwayodd02,AHgames,AHodd01,AHodd02,OUgames,OUodds1,OUodds2
20,ATP Australian Open,australia,2016-01-23,Rosol L.,Wawrinka S.,"Final result 0:3 (2:6, 3:6, 63:7)",10.54,1.08,+6.5,1.96,1.94,+35,1.98,1.93
21,ATP Australian Open,australia,2016-01-23,Raonic M.,Troicki V.,"Final result 3:0 (6:2, 6:3, 6:4)",1.21,5.10,-5.5,2.01,1.90,none,none,none
22,ATP Australian Open,australia,2016-01-23,Lopez F.,Isner J.,"Final result 1:3 (7:68, 65:7, 2:6, 4:6)",2.71,1.54,+2,2.05,1.84,+45.5,1.93,1.98
23,ATP Australian Open,australia,2016-01-22,Kyrgios N.,Berdych T.,"Final result 1:3 (3:6, 4:6, 6:1, 4:6)",2.30,1.71,+2,2.00,1.91,+43,1.93,1.95
24,ATP Australian Open,australia,2016-01-22,Cilic M.,Bautista-Agut R.,"Final result 0:3 (4:6, 65:7, 5:7)",1.37,3.45,-5,2.04,1.87,+39,1.94,1.96
25,ATP Australian Open,australia,2016-01-22,Djokovic N.,Seppi A.,"Final result 3:0 (6:1, 7:5, 7:66)",1.01,51.00,-9.5,1.95,1.95,+27.5,2.04,1.87
26,ATP Australian Open,australia,2016-01-22,Delbonis F.,Simon G.,"Final result 0:3 (3:6, 2:6, 1:6)",5.91,1.18,+6,2.01,1.90,+36.5,1.93,1.94
27,ATP Australian Open,australia,2016-01-22,Federer R.,Dimitrov G.,"Final result 3:1 (6:4, 3:6, 6:1, 6:4)",1.09,9.92,-6.5,1.92,1.99,+34.5,1.93,1.94
28,ATP Australian Open,australia,2016-01-22,Tsonga J-W.,Herbert P.,"Final result 3:0 (6:4, 7:67, 7:64)",1.10,8.78,-6.5,1.94,1.96,+35,1.92,1.96
29,ATP Australian Open,australia,2016-01-22,Garcia-Lopez G.,Nishikori K.,"Final result 1:3 (5:7, 6:2, 3:6, 4:6)",9.71,1.09,+7,2.07,1.85,+32.5,1.93,1.96
30,ATP Australian Open,australia,2016-01-22,Thiem D.,Goffin D.,"Final result 1:3 (1:6, 6:3, 62:7, 5:7)",1.63,2.47,-4,2.01,1.87,+39,1.93,1.94
31,ATP Australian Open,australia,2016-01-21,Tomic B.,Bolelli S.,"Final result 3:1 (6:4, 6:2, 65:7, 7:5)",1.20,5.24,-6.5,2.05,1.85,none,none,none
32,ATP Australian Open,australia,2016-01-21,Ferrer D.,Hewitt L.,"Final result 3:0 (6:2, 6:4, 6:4)",1.15,6.34,-7,2.08,1.83,+36.5,1.97,1.92
33,ATP Australian Open,australia,2016-01-21,Stepanek R.,Wawrinka S.,"Final result 0:3 (2:6, 3:6, 4:6)",10.71,1.07,+7,1.96,1.93,+33.5,1.93,1.93
34,ATP Australian Open,australia,2016-01-21,Kuznetsov An.,Chardy J.,"Final result 3:0 (6:4, 7:65, 7:65)",2.23,1.74,+1.5,2.03,1.84,+41,1.97,1.92
35,ATP Australian Open,australia,2016-01-21,Sock J.,Rosol L.,"Final result 0:3 (66:7, 65:7, 3:6)",1.52,2.74,-4,2.01,1.88,+40.5,1.93,1.96
36,ATP Australian Open,australia,2016-01-21,Millman J.,Muller G.,"Final result 3:2 (4:6, 6:4, 6:2, 4:6, 7:5)",3.87,1.31,+5,2.01,1.88,+39.5,1.94,1.94
37,ATP Australian Open,australia,2016-01-21,Bellucci T.,Johnson S.,"Final result 0:3 (3:6, 2:6, 2:6)",2.52,1.59,+2.5,2.02,1.83,+40.5,1.93,1.93
38,ATP Australian Open,australia,2016-01-21,Smyczek T.,Troicki V.,"Final result 0:3 (4:6, 65:7, 64:7)",4.54,1.24,+6,2.01,1.88,+36,1.94,1.92
39,ATP Australian Open,australia,2016-01-21,Verdasco F.,Sela D.,"Final result 1:3 (6:4, 3:6, 3:6, 64:7)",1.29,4.05,-6,2.07,1.83,+36.5,1.94,1.93
40,ATP Australian Open,australia,2016-01-21,Groth S.,Murray A.,"Final result 0:3 (0:6, 4:6, 1:6)",22.32,1.02,+8,2.00,1.89,+30,1.91,1.94
41,ATP Australian Open,australia,2016-01-21,Lopez F.,Pella G.,"Final result 3:2 (7:62, 64:7, 7:63, 68:7, 6:4)",1.17,5.91,-6.5,1.85,1.99,+35.5,1.93,1.93
42,ATP Australian Open,australia,2016-01-21,Raonic M.,Robredo T.,"Final result 3:0 (7:66, 7:65, 7:5)",1.07,10.98,-8,1.98,1.83,+31,1.95,1.93
43,ATP Australian Open,australia,2016-01-21,Robert S.,Ram R.,"Final result 3:2 (6:1, 66:7, 4:6, 7:5, 7:5)",1.65,2.39,-3,2.05,1.81,+40,1.95,1.93
44,ATP Australian Open,australia,2016-01-21,Sousa J.,Giraldo S.,"Final result 3:1 (6:3, 7:5, 3:6, 6:1)",1.50,2.80,-4,1.98,1.91,+38.5,1.97,1.92
45,ATP Australian Open,australia,2016-01-21,Granollers-Pujol M.,Isner J.,"Final result 0:3 (3:6, 66:7, 62:7)",7.38,1.13,+5.5,1.84,2.06,+39,1.93,1.95
46,ATP Australian Open,australia,2016-01-21,Monfils G.,Mahut N.,"Final result 3:0 (7:5, 6:4, 6:1)",1.20,5.23,-5.5,1.90,1.99,+38.5,1.94,1.92
47,ATP Australian Open,australia,2016-01-20,Djokovic N.,Halys Q.,"Final result 3:0 (6:1, 6:2, 7:63)",,81.00,-12,1.99,1.90,+24.5,2.02,1.87
48,ATP Australian Open,australia,2016-01-20,Kudla D.,Seppi A.,"Final result 0:3 (5:7, 4:6, 4:6)",3.32,1.38,+5,1.97,1.92,+39,1.94,1.94
49,ATP Australian Open,australia,2016-01-20,Herbert P.,Rubin N.,"Final result 3:0 (6:3, 6:4, 6:0)",1.32,3.74,-4.5,1.90,1.99,+40,1.90,1.99
50,ATP Australian Open,australia,2016-01-20,Tsonga J-W.,Jasika O.,"Final result 3:0 (7:5, 6:1, 6:4)",1.02,21.68,-9,1.92,1.97,+28.5,1.98,1.91
51,ATP Australian Open,australia,2016-01-20,Kyrgios N.,Cuevas P.,"Final result 3:0 (6:4, 7:5, 7:62)",1.15,6.48,-7,2.04,1.78,+35,1.92,1.97
52,ATP Australian Open,australia,2016-01-20,Garcia-Lopez G.,Brands D.,"Final result 3:1 (4:6, 6:1, 7:60, 6:3)",1.42,3.11,-4,1.94,1.94,+41,1.97,1.92
53,ATP Australian Open,australia,2016-01-20,Trungelliti M.,Dimitrov G.,"Final result 1:3 (3:6, 6:4, 2:6, 5:7)",15.91,1.04,+8.5,2.15,1.78,+28.5,1.98,1.91
54,ATP Australian Open,australia,2016-01-20,Cilic M.,Ramos A.,"Final result 3:0 (6:4, 6:3, 7:64)",1.15,6.34,-6.5,1.89,2.00,+34.5,1.93,1.93
55,ATP Australian Open,australia,2016-01-20,Basic M.,Berdych T.,"Final result 0:3 (4:6, 0:6, 3:6)",17.65,1.03,+8.5,2.08,1.83,+28.5,1.93,1.96
56,ATP Australian Open,australia,2016-01-20,Federer R.,Dolgopolov A.,"Final result 3:0 (6:3, 7:5, 6:1)",1.07,10.84,-7.5,1.96,1.93,+31.5,1.97,1.92
57,ATP Australian Open,australia,2016-01-20,Lajovic D.,Bautista-Agut R.,"Final result 2:3 (6:4, 2:6, 6:4, 2:6, 1:6)",7.71,1.12,+7,2.12,1.75,+32.5,1.90,1.99
58,ATP Australian Open,australia,2016-01-20,Donskoy E.,Simon G.,"Final result 2:3 (3:6, 7:5, 61:7, 6:4, 5:7)",6.90,1.14,+6.5,2.11,1.75,+34,1.93,1.96
59,ATP Australian Open,australia,2016-01-20,Thiem D.,Almagro N.,"Final result 3:0 (6:3, 6:1, 6:3)",1.42,3.11,none,none,none,+41.5,1.96,1.93
60,ATP Australian Open,australia,2016-01-20,Delbonis F.,Olivo R.,"Final result 3:2 (7:65, 3:6, 63:7, 7:5, 6:2)",1.38,3.35,-5,1.95,1.93,+38,1.93,1.94
61,ATP Australian Open,australia,2016-01-20,Dzumhur D.,Goffin D.,"Final result 1:3 (4:6, 6:0, 4:6, 2:6)",13.89,1.05,+8.5,1.88,2.01,+30,1.97,1.92
62,ATP Australian Open,australia,2016-01-20,Krajicek A.,Nishikori K.,"Final result 0:3 (3:6, 65:7, 3:6)",18.80,1.03,+8.5,2.08,1.78,+28.5,1.88,2.01
63,ATP Australian Open,australia,2016-01-19,Tursunov D.,Wawrinka S.,"Tursunov D. retired (62:7, 3:6)",34.00,1.01,+9,1.92,1.97,+28,1.92,1.97
64,ATP Australian Open,australia,2016-01-19,Duckworth J.,Hewitt L.,"Final result 0:3 (65:7, 2:6, 4:6)",2.64,1.55,+3,1.99,1.90,+41.5,1.90,1.99
65,ATP Australian Open,australia,2016-01-19,Munoz-De La Nava D.,Troicki V.,"Final result 2:3 (6:4, 6:4, 1:6, 64:7, 3:6)",6.70,1.14,+6.5,2.05,1.79,+34.5,1.96,1.93
66,ATP Australian Open,australia,2016-01-19,Sock J.,Fritz T.,"Final result 3:2 (6:4, 3:6, 0:6, 6:3, 6:4)",1.53,2.70,-3.5,1.93,1.96,+38.5,1.93,1.93
67,ATP Australian Open,australia,2016-01-19,Daniel T.,Rosol L.,"Final result 2:3 (62:7, 5:7, 7:5, 7:65, 1:6)",3.32,1.38,none,none,none,+39,1.96,1.93
68,ATP Australian Open,australia,2016-01-19,Ito T.,Stepanek R.,"Final result 1:3 (4:6, 3:6, 7:65, 2:6)",3.56,1.34,+5,1.96,1.93,+37.5,1.98,1.91
69,ATP Australian Open,australia,2016-01-19,Ferrer D.,Gojowczyk P.,"Final result 3:0 (6:4, 6:4, 6:2)",1.06,12.95,-8.5,2.12,1.75,+30.5,1.93,1.94
70,ATP Australian Open,australia,2016-01-19,Tomic B.,Istomin D.,"Final result 3:1 (64:7, 6:4, 6:4, 6:4)",1.26,4.39,-5.5,1.93,1.96,+36.5,1.93,1.95
71,ATP Australian Open,australia,2016-01-19,Bolelli S.,Baker B.,"Final result 3:1 (7:66, 7:63, 62:7, 7:65)",1.13,7.04,-9,2.02,1.87,+30.5,1.92,1.97
72,ATP Australian Open,australia,2016-01-19,Cecchinato M.,Mahut N.,"Final result 1:3 (6:4, 2:6, 2:6, 2:6)",9.58,1.09,+8,1.99,1.90,+30,1.94,1.94
73,ATP Australian Open,australia,2016-01-19,Monfils G.,Sugita Y.,"Final result 3:0 (6:1, 6:3, 6:2)",1.11,8.27,-8,2.08,1.79,+32,1.96,1.93
74,ATP Australian Open,australia,2016-01-19,Bellucci T.,Thompson J.,"Final result 3:0 (6:2, 6:3, 6:2)",1.43,3.05,-5,2.00,1.89,+38,1.93,1.96
75,ATP Australian Open,australia,2016-01-19,Gimeno-Traver D.,Smyczek T.,"Final result 1:3 (1:6, 6:3, 3:6, 2:6)",3.84,1.31,+5.5,2.04,1.85,+36,1.95,1.91
76,ATP Australian Open,australia,2016-01-19,Becker B.,Sela D.,"Final result 1:3 (1:6, 3:6, 6:2, 2:6)",2.00,1.91,+0.5,1.92,1.93,+39.5,1.94,1.94
77,ATP Australian Open,australia,2016-01-19,Bedene A.,Johnson S.,"Final result 0:3 (3:6, 4:6, 63:7)",2.38,1.65,+2,1.97,1.92,+40.5,1.93,1.96
78,ATP Australian Open,australia,2016-01-19,Janowicz J.,Isner J.,"Final result 0:3 (3:6, 67:7, 3:6)",4.18,1.27,+4,2.08,1.81,+40.5,1.94,1.94
79,ATP Australian Open,australia,2016-01-19,Nadal R.,Verdasco F.,"Final result 2:3 (66:7, 6:4, 6:3, 64:7, 2:6)",1.09,9.28,-6.5,1.85,2.04,+34.5,1.94,1.94
80,ATP Australian Open,australia,2016-01-19,Giraldo S.,Young D.,"Final result 3:1 (6:4, 1:6, 6:3, 6:2)",2.56,1.58,+2.5,2.03,1.81,+39,1.98,1.91
81,ATP Australian Open,australia,2016-01-19,Jaziri M.,Robredo T.,"Final result 2:3 (5:7, 6:3, 6:4, 67:7, 6:8)",3.65,1.33,+5.5,2.06,1.80,+37,1.98,1.91
82,ATP Australian Open,australia,2016-01-19,Darcis S.,Pella G.,"Final result 2:3 (6:2, 6:3, 3:6, 5:7, 1:6)",2.61,1.56,-1,2.02,1.84,+38,1.98,1.91
83,ATP Australian Open,australia,2016-01-19,Lopez F.,Evans D.,"Final result 3:0 (6:1, 6:0, 6:4)",1.24,4.55,-5.5,1.96,1.93,+37,1.91,1.98
84,ATP Australian Open,australia,2016-01-19,Zverev A.,Murray A.,"Final result 0:3 (1:6, 2:6, 3:6)",20.50,1.03,+8.5,2.01,1.88,+29.5,1.95,1.92
85,ATP Australian Open,australia,2016-01-19,Ebden M.,Granollers-Pujol M.,"Final result 1:3 (2:6, 6:4, 1:6, 4:6)",2.74,1.52,+4.5,1.96,1.93,+38,1.94,1.92
86,ATP Australian Open,australia,2016-01-19,Ram R.,Anderson K.,"Anderson K. retired (7:64, 64:7, 6:3, 3:0)",10.44,1.08,+6.5,2.01,1.88,+35.5,1.96,1.91
87,ATP Australian Open,australia,2016-01-19,Gulbis E.,Chardy J.,"Final result 2:3 (5:7, 6:2, 7:65, 3:6, 11:13)",3.54,1.35,+5,2.06,1.81,+37,1.97,1.92
88,ATP Australian Open,australia,2016-01-19,Muller G.,Fognini F.,"Final result 3:1 (7:66, 7:67, 65:7, 7:61)",1.81,2.11,-2,2.01,1.85,+40.5,1.94,1.94
89,ATP Australian Open,australia,2016-01-19,Sousa J.,Kukushkin M.,"Final result 3:0 (6:3, 6:4, 6:3)",1.78,2.17,-2,1.97,1.88,+39.5,1.93,1.95
90,ATP Australian Open,australia,2016-01-19,Harrison R.,Kuznetsov An.,"Final result 0:3 (5:7, 4:6, 4:6)",2.93,1.46,+4.5,1.98,1.91,+38.5,1.97,1.92
91,ATP Australian Open,australia,2016-01-19,Mannarino A.,Groth S.,"Final result 1:3 (66:7, 4:6, 6:3, 3:6)",1.58,2.56,-3.5,1.96,1.93,+42,1.92,1.97
92,ATP Australian Open,australia,2016-01-19,Millman J.,Schwartzman D.,"Schwartzman D. retired (3:6, 5:7, 7:62, 5:0)",1.37,3.39,-5,1.97,1.92,+37,1.90,1.99
93,ATP Australian Open,australia,2016-01-19,Raonic M.,Pouille L.,"Final result 3:0 (6:1, 6:4, 6:4)",1.05,13.89,-6.5,1.83,2.07,+33.5,1.93,1.95
94,ATP Australian Open,australia,2016-01-19,Robert S.,Fratangelo B.,"Final result 3:0 (6:2, 6:2, 6:2)",1.58,2.55,-3.5,2.02,1.84,+39,1.98,1.91
95,ATP Australian Open,australia,2016-01-18,Tsonga J-W.,Baghdatis M.,"Final result 3:1 (6:4, 4:6, 6:4, 6:2)",1.17,6.00,-6.5,2.05,1.81,+35.5,1.96,1.92
96,ATP Australian Open,australia,2016-01-18,Klizan M.,Bautista-Agut R.,"Final result 2:3 (2:6, 3:6, 6:4, 6:2, 2:6)",8.67,1.10,+7.5,2.11,1.77,+32,1.90,1.99
97,ATP Australian Open,australia,2016-01-18,Federer R.,Basilashvili N.,"Final result 3:0 (6:2, 6:1, 6:2)",1.01,27.22,-10,1.88,2.01,none,none,none
98,ATP Australian Open,australia,2016-01-18,Kyrgios N.,Carreno-Busta P.,"Final result 3:0 (6:2, 7:5, 6:2)",1.11,7.91,-6.5,2.06,1.80,+35,1.93,1.93
99,ATP Australian Open,australia,2016-01-18,Kovalik J.,Trungelliti M.,"Final result 0:3 (4:6, 61:7, 5:7)",1.79,2.15,-2,1.99,1.87,+38.5,1.91,1.95
100,ATP Australian Open,australia,2016-01-18,Gabashvili T.,Seppi A.,"Final result 1:3 (6:3, 64:7, 4:6, 610:7)",2.38,1.65,+2,2.02,1.84,+40,1.94,1.94
101,ATP Australian Open,australia,2016-01-18,Jasika O.,Marchenko I.,"Final result 3:1 (6:4, 3:6, 6:0, 6:4)",6.62,1.14,+7.5,2.01,1.88,+33.5,1.93,1.94
102,ATP Australian Open,australia,2016-01-18,Lorenzi P.,Dimitrov G.,"Final result 0:3 (3:6, 68:7, 3:6)",9.95,1.08,+8.5,1.88,2.01,+30.5,1.89,2.00
103,ATP Australian Open,australia,2016-01-18,Halys Q.,Dodig I.,"Final result 3:1 (6:4, 64:7, 6:4, 7:5)",6.18,1.16,none,none,none,+34,1.95,1.91
104,ATP Australian Open,australia,2016-01-18,Rubin N.,Paire B.,"Final result 3:0 (7:64, 7:66, 7:65)",10.44,1.08,+8,1.92,1.97,+32,1.98,1.91
105,ATP Australian Open,australia,2016-01-18,Nishioka Y.,Cuevas P.,"Final result 0:3 (65:7, 1:6, 4:6)",2.81,1.50,+3.5,2.04,1.85,+39,1.96,1.93
106,ATP Australian Open,australia,2016-01-18,Lajovic D.,Querrey S.,"Querrey S. retired (65:7, 4:6, 6:4, 6:2)",3.39,1.37,+4.5,2.07,1.80,+38,1.93,1.94
107,ATP Australian Open,australia,2016-01-18,Berankis R.,Dolgopolov A.,"Final result 1:3 (1:6, 6:3, 4:6, 2:6)",4.87,1.22,+6.5,1.90,1.99,+36.5,1.96,1.93
108,ATP Australian Open,australia,2016-01-18,Krajinovic F.,Kudla D.,"Krajinovic F. retired (2:6, 1:6)",3.14,1.42,+4.5,2.02,1.84,+37,1.91,1.95
109,ATP Australian Open,australia,2016-01-18,Djokovic N.,Chung H.,"Final result 3:0 (6:3, 6:2, 6:4)",1.01,51.00,-10.5,1.83,2.08,+25.5,1.95,1.93
110,ATP Australian Open,australia,2016-01-18,Vesely J.,Olivo R.,"Final result 2:3 (68:7, 6:2, 6:1, 4:6, 4:6)",1.20,5.23,-6.5,1.93,1.96,+34,1.93,1.93
111,ATP Australian Open,australia,2016-01-18,Pospisil V.,Simon G.,"Final result 1:3 (7:64, 3:6, 2:6, 4:6)",2.77,1.51,+3.5,1.98,1.91,+40.5,1.91,1.98
112,ATP Australian Open,australia,2016-01-18,Ramos A.,Coric B.,"Final result 3:0 (6:2, 6:2, 6:3)",3.52,1.35,+5,1.99,1.85,+37,1.91,1.98
113,ATP Australian Open,australia,2016-01-18,Andujar-Alba P.,Herbert P.,"Final result 1:3 (7:5, 4:6, 65:7, 2:6)",2.59,1.56,+3,2.00,1.89,+38.5,1.96,1.93
114,ATP Australian Open,australia,2016-01-18,Benneteau J.,Almagro N.,"Final result 1:3 (3:6, 7:65, 3:6, 61:7)",3.97,1.29,+6.5,1.98,1.91,+36.5,1.97,1.90
115,ATP Australian Open,australia,2016-01-18,Garcia-Lopez G.,Mathieu P.,"Final result 3:0 (6:4, 6:4, 6:4)",1.48,2.86,-4.5,2.02,1.87,+38,1.94,1.92
116,ATP Australian Open,australia,2016-01-18,Bhambri Y.,Berdych T.,"Final result 0:3 (5:7, 1:6, 2:6)",34.00,1.01,+10.5,2.03,1.86,+26,1.94,1.90
117,ATP Australian Open,australia,2016-01-18,Cilic M.,De Bakker T.,"Final result 3:1 (64:7, 7:5, 6:2, 6:4)",1.09,9.65,-7.5,2.04,1.85,+33.5,1.93,1.95
118,ATP Australian Open,australia,2016-01-18,Donskoy E.,Cervantes I.,"Final result 3:1 (6:4, 3:6, 6:1, 6:4)",1.49,2.84,-4,2.04,1.83,+39,1.94,1.91
119,ATP Australian Open,australia,2016-01-18,Edmund K.,Dzumhur D.,"Final result 2:3 (6:1, 64:7, 6:4, 3:6, 1:6)",1.33,3.69,-6,1.93,1.93,+36.5,1.95,1.93
120,ATP Australian Open,australia,2016-01-18,Estrella V.,Brands D.,"Final result 1:3 (4:6, 61:7, 6:4, 1:6)",3.39,1.37,+4.5,1.94,1.94,+39,1.93,1.93
121,ATP Australian Open,australia,2016-01-18,Karlovic I.,Delbonis F.,"Karlovic I. retired (64:7, 4:6, 1:2)",1.31,3.79,-4,2.02,1.84,+44,1.92,1.93
122,ATP Australian Open,australia,2016-01-18,Krajicek A.,Wu D.,"Final result 3:0 (6:4, 6:1, 6:3)",1.80,2.13,-2,2.00,1.86,+38,1.91,1.95
123,ATP Australian Open,australia,2016-01-18,Thiem D.,Mayer L.,"Final result 3:1 (6:2, 7:66, 4:6, 7:60)",1.65,2.38,-3,1.97,1.92,+40.5,1.93,1.95
124,ATP Australian Open,australia,2016-01-18,Haase R.,Basic M.,"Final result 0:3 (64:7, 4:6, 4:6)",1.45,2.99,-5,2.02,1.87,+38,1.90,1.99
125,ATP Australian Open,australia,2016-01-18,Kohlschreiber P.,Nishikori K.,"Final result 0:3 (4:6, 3:6, 3:6)",4.22,1.27,+5,2.05,1.81,+37.5,1.93,1.93
126,ATP Australian Open,australia,2016-01-18,Stakhovsky S.,Goffin D.,"Final result 1:3 (6:3, 3:6, 4:6, 4:6)",6.10,1.16,+7.5,1.98,1.91,+33,1.94,1.94
127,ATP Australian Open,australia,2016-01-16,Roger-Vasselin E.,Herbert P.,"Final result 1:2 (3:6, 6:1, 7:9)",1.75,2.15,-2.5,1.97,1.83,+23.5,1.92,1.93
128,ATP Australian Open,australia,2016-01-16,Stepanek R.,Gonzalez A.,"Final result 2:0 (6:3, 6:1)",1.28,3.93,-4.5,2.05,1.81,+20.5,1.86,1.99
129,ATP Australian Open,australia,2016-01-16,McGee J.,Brands D.,"Final result 0:2 (61:7, 4:6)",3.47,1.33,+3.5,2.10,1.78,+22.5,2.02,1.84
130,ATP Australian Open,australia,2016-01-16,Ito T.,Menendez-Maceiras A.,"Final result 2:1 (6:4, 1:6, 6:4)",1.65,2.31,-2.5,1.98,1.88,+22,1.93,1.93
131,ATP Australian Open,australia,2016-01-16,Desein N.,Wu D.,"Final result 0:2 (3:6, 1:6)",2.45,1.58,+2,2.02,1.81,+22,1.88,1.97
132,ATP Australian Open,australia,2016-01-16,Myneni S.,Basic M.,"Final result 1:2 (6:3, 4:6, 6:8)",2.20,1.71,+1.5,1.99,1.83,+22.5,1.94,1.91
133,ATP Australian Open,australia,2016-01-16,Millot V.,Olivo R.,"Final result 0:2 (2:6, 4:6)",1.35,3.34,-4,2.02,1.84,+21.5,1.86,1.99
134,ATP Australian Open,australia,2016-01-16,Nedovyesov A.,Harrison R.,"Final result 1:2 (7:68, 66:7, 3:6)",2.31,1.65,+2,1.96,1.83,none,none,none
135,ATP Australian Open,australia,2016-01-16,Kudryavtsev A.,Gojowczyk P.,"Final result 1:2 (6:3, 63:7, 2:6)",2.40,1.61,+2.5,1.99,1.86,+22,1.87,1.95
136,ATP Australian Open,australia,2016-01-16,Smyczek T.,De Schepper K.,"Final result 2:1 (3:6, 7:5, 6:3)",1.69,2.24,-2.5,1.95,1.90,+23.5,1.96,1.89
137,ATP Australian Open,australia,2016-01-16,Trungelliti M.,Bai Y.,"Bai Y. retired (6:4, 68:7, 3:0)",1.41,3.02,-3.5,1.89,1.96,+21.5,1.93,1.93
138,ATP Australian Open,australia,2016-01-16,Bemelmans R.,Kovalik J.,"Final result 0:2 (2:6, 67:7)",1.39,3.15,-4,2.02,1.80,+22,1.89,1.96
139,ATP Australian Open,australia,2016-01-16,Evans D.,Fratangelo B.,"Final result 2:1 (7:5, 4:6, 6:0)",1.58,2.45,-3,2.05,1.79,+22,1.98,1.88
140,ATP Australian Open,australia,2016-01-16,Fritz T.,Zverev M.,"Final result 2:1 (6:3, 65:7, 6:4)",1.85,2.00,-1,1.96,1.85,+23.5,1.95,1.90
141,ATP Australian Open,australia,2016-01-16,Khachanov K.,Robert S.,"Final result 1:2 (6:1, 4:6, 2:6)",1.56,2.53,-3,1.94,1.91,+22.5,1.95,1.90
142,ATP Australian Open,australia,2016-01-16,Sugita Y.,Novikov D.,"Final result 2:1 (6:4, 4:6, 6:3)",1.63,2.35,-3,2.00,1.81,+22.5,1.97,1.88
143,ATP Australian Open,australia,2016-01-15,Matosevic M.,Gonzalez A.,"Final result 1:2 (1:6, 6:4, 2:6)",1.45,2.85,-3.5,2.02,1.79,+21.5,1.91,1.94
144,ATP Australian Open,australia,2016-01-15,Falla A.,Desein N.,"Final result 1:2 (7:5, 5:7, 1:6)",1.11,7.46,-5.5,1.83,2.03,+19.5,1.99,1.86
