,League,country,date,player1,player2,result,HomeAwayodd01,HomeAwayodd02,AHgames,AHodd01,AHodd02,OUgames,OUodds1,OUodds2
204,ATP Australian Open,australia,2017-01-11,Lacko L.,Jahn J.,"Final result 2:0 (6:2, 6:3)",1.28,3.87,-4.5,2.05,1.81,+21,1.93,1.93
205,ATP Australian Open,australia,2017-01-11,Hernandez-Fernandez J.,King D.,"Final result 0:2 (2:6, 2:6)",4.60,1.22,+4.5,1.97,1.88,+20.5,1.93,1.93
206,ATP Australian Open,australia,2017-01-11,Saville L.,Kudla D.,"Final result 0:2 (4:6, 5:7)",3.28,1.36,+3.5,1.99,1.86,+21.5,1.87,1.97
207,ATP Australian Open,australia,2017-01-11,Jones S.,Arevalo M.,"Final result 0:2 (2:6, 2:6)",10.28,1.06,+7,2.18,1.72,+17,1.93,1.93
208,ATP Australian Open,australia,2017-01-11,Lopez-Perez E.,Gonzalez M.,"Final result 0:2 (64:7, 64:7)",1.54,2.57,-3,2.04,1.78,+22.5,1.97,1.88
209,ATP Australian Open,australia,2017-01-11,Rubin N.,Stebe C.,"Final result 2:1 (5:7, 6:4, 6:4)",1.93,1.92,-1,1.99,1.84,+22,1.86,1.99
210,ATP Australian Open,australia,2017-01-11,Ymer E.,Santillan A.,"Final result 0:2 (3:6, 64:7)",1.93,1.93,+0.5,1.85,1.94,+22,1.88,1.98
211,ATP Australian Open,australia,2017-01-11,Souza J.,Ghem A.,"Final result 1:2 (2:6, 7:5, 6:8)",1.63,2.36,-2.5,1.93,1.92,+22.5,1.90,1.95
212,ATP Australian Open,australia,2017-01-11,Donskoy E.,Popko D.,"Final result 2:1 (3:6, 6:1, 9:7)",1.43,2.96,-3.5,1.89,1.96,+22,2.00,1.83
213,ATP Australian Open,australia,2017-01-11,Dodig I.,Weintraub A.,"Final result 2:0 (6:2, 6:2)",1.22,4.54,-5,1.92,1.93,+20,1.86,1.99
214,ATP Australian Open,australia,2017-01-11,Ebden M.,Golubev A.,"Final result 2:0 (6:1, 6:2)",1.52,2.63,-3,2.00,1.85,+22.5,1.92,1.93
215,ATP Australian Open,australia,2017-01-11,Klahn B.,Fabbiano T.,"Final result 1:2 (4:6, 7:63, 3:6)",1.93,1.93,-1,2.04,1.79,+22,1.91,1.94
216,ATP Australian Open,australia,2017-01-11,Moriya H.,Bourchier H.,"Final result 2:0 (6:2, 6:3)",1.65,2.32,-2.5,2.02,1.80,+22,1.96,1.89
217,ATP Australian Open,australia,2017-01-11,Becker B.,Zekic M.,"Final result 1:2 (4:6, 7:5, 8:10)",1.19,5.01,-4.5,1.88,1.97,+20.5,1.93,1.93
218,ATP Australian Open,australia,2017-01-11,Djere L.,Martin A.,"Final result 2:0 (6:0, 6:2)",2.10,1.78,+0.5,2.02,1.80,+22,1.91,1.94
219,ATP Australian Open,australia,2017-01-11,Masur D.,Ito T.,"Final result 0:2 (4:6, 65:7)",2.45,1.58,+2,2.05,1.79,+21.5,1.88,1.97
220,ATP Australian Open,australia,2017-01-11,Ignatik U.,Pospisil V.,"Final result 2:1 (3:6, 6:3, 6:4)",4.47,1.23,+4,2.02,1.80,+21.5,1.95,1.90
221,ATP Australian Open,australia,2017-01-11,Banes M.,Wu D.,"Final result 0:2 (1:6, 1:6)",2.63,1.52,+3,1.97,1.88,+22,2.00,1.85
222,ATP Australian Open,australia,2017-01-11,Van Peperzeel G.,Tsitsipas S.,"Final result 0:2 (2:6, 1:6)",3.87,1.28,+4,1.97,1.88,+21.5,1.93,1.93
223,ATP Australian Open,australia,2017-01-11,Kozlov S.,Bhambri Y.,"Final result 0:2 (1:6, 4:6)",1.83,2.03,none,none,none,+21.5,1.90,1.94
224,ATP Australian Open,australia,2017-01-11,Marterer M.,Escobedo E.,"Final result 0:2 (65:7, 5:7)",2.47,1.58,+2,1.99,1.83,+22.5,1.91,1.94
225,ATP Australian Open,australia,2017-01-11,Krstin P.,Kolar Z.,"Final result 2:1 (3:6, 6:1, 7:5)",1.46,2.82,-3.5,1.93,1.93,+21.5,1.88,1.97
226,ATP Australian Open,australia,2017-01-11,Fratangelo B.,Zemlja G.,"Final result 2:0 (6:4, 7:63)",1.56,2.50,-3,1.96,1.89,+21.5,1.89,1.94
227,ATP Australian Open,australia,2017-01-10,Brands D.,Menendez-Maceiras A.,"Final result 1:2 (6:3, 67:7, 4:6)",1.68,2.26,-2.5,1.95,1.86,+23,1.93,1.92
228,ATP Australian Open,australia,2017-01-10,De Schepper K.,Gombos N.,"Final result 2:1 (6:4, 5:7, 9:7)",2.07,1.80,-1,2.00,1.83,+23,1.88,1.98
229,ATP Australian Open,australia,2017-01-10,Kovalik J.,Trungelliti M.,"Final result 0:2 (3:6, 3:6)",1.62,2.37,-2.5,1.97,1.88,+22,1.94,1.91
230,ATP Australian Open,australia,2017-01-10,Sousa P.,Safwat M.,"Final result 0:2 (62:7, 4:6)",3.60,1.31,+4,2.08,1.75,+20.5,1.89,1.96
231,ATP Australian Open,australia,2017-01-10,Stepanek R.,Bangoura S.,"Final result 2:1 (6:3, 62:7, 6:2)",1.08,8.67,-6,1.88,1.97,+18.5,2.00,1.85
232,ATP Australian Open,australia,2017-01-10,Bemelmans R.,Soeda G.,"Final result 0:2 (610:7, 3:6)",1.66,2.29,-2,1.96,1.89,+22.5,1.93,1.92
233,ATP Australian Open,australia,2017-01-10,Diez S.,Reuter Y.,"Final result 1:2 (3:6, 6:2, 4:6)",1.55,2.54,-3,1.95,1.90,+22,1.96,1.89
234,ATP Australian Open,australia,2017-01-10,Donati M.,Kavcic B.,"Donati M. retired (2:6, 3:3)",4.12,1.26,+4.5,2.02,1.84,+20.5,1.88,1.98
235,ATP Australian Open,australia,2017-01-10,Gojowczyk P.,Myneni S.,"Final result 2:0 (6:0, 6:2)",1.25,4.23,-4.5,2.06,1.81,+21,1.91,1.94
236,ATP Australian Open,australia,2017-01-10,Samper-Montana J.,Smyczek T.,"Final result 0:2 (3:6, 3:6)",5.33,1.18,+5,2.13,1.72,+19.5,1.86,1.99
237,ATP Australian Open,australia,2017-01-10,Smith J. P.,Velotti A.,"Final result 2:0 (7:66, 6:3)",1.26,4.12,-4.5,1.86,1.99,+20.5,1.89,1.96
238,ATP Australian Open,australia,2017-01-10,Tiafoe F.,Cecchinato M.,"Final result 2:1 (6:3, 5:7, 7:5)",1.19,5.04,-5,2.11,1.73,+20,1.85,2.01
