,League,country,date,player1,player2,result,HomeAwayodd01,HomeAwayodd02,AHgames,AHodd01,AHodd02,OUgames,OUodds1,OUodds2
12,ATP Australian Open,australia,2015-01-25,Kyrgios N.,Seppi A.,"Final result 3:2 (5:7, 4:6, 6:3, 7:65, 8:6)",1.78,2.19,-2,1.99,1.89,+41.5,2.00,1.91
13,ATP Australian Open,australia,2015-01-25,Anderson K.,Nadal R.,"Final result 0:3 (5:7, 1:6, 4:6)",4.01,1.30,+5,2.05,1.86,+38,1.92,1.99
14,ATP Australian Open,australia,2015-01-25,Berdych T.,Tomic B.,"Final result 3:0 (6:2, 7:63, 6:2)",1.35,3.55,-5,1.98,1.93,+39.5,1.98,1.93
15,ATP Australian Open,australia,2015-01-24,Ferrer D.,Simon G.,"Final result 3:1 (6:2, 7:5, 5:7, 7:64)",1.45,3.04,-5,2.02,1.85,+38.5,1.93,1.95
16,ATP Australian Open,australia,2015-01-24,Djokovic N.,Verdasco F.,"Final result 3:0 (7:68, 6:3, 6:4)",1.05,14.80,-8.5,1.95,1.95,+29.5,1.91,2.00
17,ATP Australian Open,australia,2015-01-24,Isner J.,Muller G.,"Final result 0:3 (64:7, 66:7, 4:6)",1.57,2.60,-3,1.96,1.91,+44.5,1.93,1.95
18,ATP Australian Open,australia,2015-01-24,Johnson S.,Nishikori K.,"Final result 1:3 (7:67, 1:6, 2:6, 3:6)",9.23,1.10,+7,1.93,1.98,+33.5,1.93,1.95
19,ATP Australian Open,australia,2015-01-24,Pospisil V.,Garcia-Lopez G.,"Final result 0:3 (2:6, 4:6, 4:6)",2.35,1.68,-1.5,2.04,1.87,+39.5,1.94,1.93
20,ATP Australian Open,australia,2015-01-24,Wawrinka S.,Nieminen J.,"Final result 3:0 (6:4, 6:2, 6:4)",1.08,10.80,-8,2.04,1.83,+31.5,2.00,1.91
21,ATP Australian Open,australia,2015-01-24,Lopez F.,Janowicz J.,"Final result 3:0 (7:66, 6:4, 7:63)",2.47,1.63,+1.5,1.92,1.93,+41,1.93,1.97
22,ATP Australian Open,australia,2015-01-24,Becker B.,Raonic M.,"Final result 0:3 (4:6, 3:6, 3:6)",10.81,1.08,none,none,none,+35,1.95,1.95
23,ATP Australian Open,australia,2015-01-23,Sela D.,Nadal R.,"Final result 0:3 (1:6, 0:6, 5:7)",7.95,1.12,+8,2.07,1.82,+30,1.95,1.93
24,ATP Australian Open,australia,2015-01-23,Jaziri M.,Kyrgios N.,"Final result 0:3 (3:6, 66:7, 1:6)",5.36,1.20,+6.5,2.11,1.81,+35,1.98,1.93
25,ATP Australian Open,australia,2015-01-23,Anderson K.,Gasquet R.,"Final result 3:0 (6:4, 7:63, 7:66)",2.56,1.59,+3,2.00,1.91,+40.5,1.94,1.93
26,ATP Australian Open,australia,2015-01-23,Tomic B.,Groth S.,"Final result 3:0 (6:4, 7:68, 6:3)",1.28,4.19,-5,1.95,1.95,+40.5,1.91,2.00
27,ATP Australian Open,australia,2015-01-23,Murray A.,Sousa J.,"Final result 3:0 (6:1, 6:1, 7:5)",1.02,23.00,-9.5,1.93,1.97,+27,1.88,2.03
28,ATP Australian Open,australia,2015-01-23,Seppi A.,Federer R.,"Final result 3:1 (6:4, 7:65, 4:6, 7:65)",23.50,1.02,+8.5,2.00,1.91,+29,1.98,1.93
29,ATP Australian Open,australia,2015-01-23,Berdych T.,Troicki V.,"Final result 3:0 (6:4, 6:3, 6:4)",1.19,5.54,-7,2.06,1.81,+34.5,1.93,1.97
30,ATP Australian Open,australia,2015-01-23,Baghdatis M.,Dimitrov G.,"Final result 2:3 (6:4, 3:6, 6:3, 3:6, 3:6)",4.35,1.27,+5.5,2.07,1.81,+37.5,1.99,1.92
31,ATP Australian Open,australia,2015-01-22,Young D.,Raonic M.,"Final result 0:3 (4:6, 63:7, 3:6)",10.25,1.08,+6,1.90,1.93,+34.5,1.92,1.95
32,ATP Australian Open,australia,2015-01-22,Becker B.,Hewitt L.,"Final result 3:2 (2:6, 1:6, 6:3, 6:4, 6:2)",1.88,2.02,-1,1.99,1.88,+39.5,1.94,1.92
33,ATP Australian Open,australia,2015-01-22,Soeda G.,Verdasco F.,"Final result 0:3 (3:6, 2:6, 63:7)",4.85,1.22,+6.5,2.10,1.76,+34,1.94,1.94
34,ATP Australian Open,australia,2015-01-22,Janowicz J.,Monfils G.,"Final result 3:2 (6:4, 1:6, 63:7, 6:3, 6:3)",3.22,1.40,+4.5,2.05,1.85,+39.5,1.95,1.93
35,ATP Australian Open,australia,2015-01-22,Ferrer D.,Stakhovsky S.,"Final result 3:1 (5:7, 6:3, 6:4, 6:2)",1.05,14.00,-9,2.07,1.79,+29.5,1.90,1.99
36,ATP Australian Open,australia,2015-01-22,Granollers-Pujol M.,Simon G.,"Final result 0:3 (65:7, 2:6, 4:6)",3.73,1.32,+6,2.02,1.84,+36,1.91,1.98
37,ATP Australian Open,australia,2015-01-22,Djokovic N.,Kuznetsov An.,"Final result 3:0 (6:0, 6:1, 6:4)",1.01,23.22,-10.5,1.86,2.03,+26,1.92,1.97
38,ATP Australian Open,australia,2015-01-22,Muller G.,Bautista-Agut R.,"Final result 3:1 (7:65, 1:6, 7:5, 6:1)",2.86,1.48,+4,2.00,1.88,+39.5,1.95,1.92
39,ATP Australian Open,australia,2015-01-22,Wawrinka S.,Copil M.,"Final result 3:0 (7:64, 7:64, 6:3)",1.05,13.00,-8,1.94,1.94,+30,1.88,2.01
40,ATP Australian Open,australia,2015-01-22,Lorenzi P.,Pospisil V.,"Final result 1:3 (7:63, 64:7, 3:6, 4:6)",4.69,1.23,+6.5,1.97,1.92,+34,1.98,1.91
41,ATP Australian Open,australia,2015-01-22,Giraldo S.,Johnson S.,"Final result 0:3 (3:6, 4:6, 2:6)",2.71,1.53,+3,2.06,1.81,+38.5,1.93,1.96
42,ATP Australian Open,australia,2015-01-22,Dodig I.,Nishikori K.,"Final result 1:3 (6:4, 5:7, 2:6, 60:7)",12.26,1.06,+7.5,2.09,1.81,+30.5,1.95,1.92
43,ATP Australian Open,australia,2015-01-22,Garcia-Lopez G.,Gonzalez A.,"Final result 3:0 (6:1, 6:3, 6:3)",1.41,3.17,-5,2.00,1.88,+38,1.93,1.93
44,ATP Australian Open,australia,2015-01-22,Isner J.,Haider-Maurer A.,"Final result 3:1 (6:4, 7:64, 4:6, 6:4)",1.16,6.08,-5,2.01,1.88,+38.5,2.01,1.88
45,ATP Australian Open,australia,2015-01-22,Lopez F.,Mannarino A.,"Mannarino A. retired (4:6, 4:6, 7:63, 4:0)",2.09,1.84,-1,2.01,1.85,+40,1.94,1.94
46,ATP Australian Open,australia,2015-01-22,Nieminen J.,Bachinger M.,"Final result 3:0 (7:64, 7:5, 7:5)",2.05,1.86,-0.5,1.99,1.86,+39,1.92,1.94
47,ATP Australian Open,australia,2015-01-21,Kohlschreiber P.,Tomic B.,"Final result 1:3 (7:65, 4:6, 66:7, 65:7)",2.30,1.69,+2,2.00,1.86,+41,1.90,1.99
48,ATP Australian Open,australia,2015-01-21,Smyczek T.,Nadal R.,"Final result 2:3 (2:6, 6:3, 7:62, 3:6, 5:7)",20.00,1.03,+9,2.09,1.78,+27.5,1.87,2.01
49,ATP Australian Open,australia,2015-01-21,Groth S.,Kokkinakis T.,"Final result 3:2 (3:6, 6:3, 7:5, 3:6, 6:1)",1.72,2.25,-2,1.97,1.89,+41.5,1.94,1.93
50,ATP Australian Open,australia,2015-01-21,Roger-Vasselin E.,Jaziri M.,"Final result 2:3 (6:1, 3:6, 4:6, 6:1, 3:6)",1.54,2.66,-4,2.00,1.89,+39.5,1.95,1.93
51,ATP Australian Open,australia,2015-01-21,Kyrgios N.,Karlovic I.,"Final result 3:1 (7:64, 6:4, 5:7, 6:4)",2.29,1.70,+1.5,1.98,1.91,+45,1.97,1.90
52,ATP Australian Open,australia,2015-01-21,Rosol L.,Sela D.,"Final result 1:3 (62:7, 7:5, 5:7, 3:6)",2.02,1.88,-0.5,2.00,1.86,+38.5,1.93,1.96
53,ATP Australian Open,australia,2015-01-21,Chardy J.,Seppi A.,"Final result 1:3 (5:7, 6:3, 2:6, 1:6)",1.57,2.58,-5,2.02,1.82,+40,1.91,1.98
54,ATP Australian Open,australia,2015-01-21,Bolelli S.,Federer R.,"Final result 1:3 (6:3, 3:6, 2:6, 2:6)",18.00,1.03,+7.5,2.06,1.84,+30,1.91,1.98
55,ATP Australian Open,australia,2015-01-21,Lacko L.,Dimitrov G.,"Final result 1:3 (3:6, 7:610, 3:6, 3:6)",10.15,1.08,+8,2.03,1.86,+30,1.94,1.94
56,ATP Australian Open,australia,2015-01-21,Anderson K.,Berankis R.,"Final result 3:0 (6:2, 6:2, 7:63)",1.34,3.56,-5,1.94,1.94,+38.5,1.96,1.93
57,ATP Australian Open,australia,2015-01-21,Murray A.,Matosevic M.,"Final result 3:0 (6:1, 6:3, 6:2)",1.03,18.00,-8.5,2.10,1.80,+29.5,1.89,2.00
58,ATP Australian Open,australia,2015-01-21,Duckworth J.,Gasquet R.,"Final result 0:3 (2:6, 3:6, 5:7)",7.04,1.13,+8,1.96,1.93,+31,1.92,1.94
59,ATP Australian Open,australia,2015-01-21,Sousa J.,Klizan M.,"Klizan M. retired (4:6, 7:64, 6:4, 1:0)",2.97,1.45,+4,1.95,1.90,+37.5,1.92,1.97
60,ATP Australian Open,australia,2015-01-21,Goffin D.,Baghdatis M.,"Final result 1:3 (1:6, 4:6, 6:4, 0:6)",1.42,3.12,-4.5,1.94,1.94,+38,1.94,1.92
61,ATP Australian Open,australia,2015-01-21,Troicki V.,Mayer L.,"Final result 3:1 (6:4, 4:6, 6:4, 6:0)",1.80,2.13,-1.5,2.00,1.89,+39.5,1.93,1.96
62,ATP Australian Open,australia,2015-01-21,Berdych T.,Melzer J.,"Final result 3:0 (7:60, 6:2, 6:2)",1.05,13.00,-8.5,2.13,1.75,+29.5,1.86,2.02
63,ATP Australian Open,australia,2015-01-20,Pouille L.,Monfils G.,"Final result 2:3 (7:63, 6:3, 4:6, 1:6, 4:6)",4.85,1.22,+6,1.96,1.93,+35.5,1.97,1.92
64,ATP Australian Open,australia,2015-01-20,Querrey S.,Pospisil V.,"Final result 2:3 (3:6, 7:65, 6:2, 4:6, 4:6)",2.11,1.81,+0.5,2.01,1.84,+41.5,1.93,1.93
65,ATP Australian Open,australia,2015-01-20,Hewitt L.,Zhang Z.,"Final result 3:1 (6:3, 1:6, 6:0, 6:4)",1.32,3.72,-5.5,1.96,1.87,+37,1.96,1.93
66,ATP Australian Open,australia,2015-01-20,Dolgopolov A.,Lorenzi P.,"Final result 0:3 (4:6, 3:6, 2:6)",1.45,3.00,-5.5,2.05,1.81,+36.5,1.95,1.93
67,ATP Australian Open,australia,2015-01-20,Benneteau J.,Becker B.,"Final result 1:3 (5:7, 7:5, 2:6, 4:6)",1.43,3.10,-4.5,1.94,1.94,+38.5,1.94,1.94
68,ATP Australian Open,australia,2015-01-20,Kuznetsov An.,Ramos A.,"Final result 3:1 (6:1, 3:6, 6:3, 7:63)",1.67,2.36,-3,1.99,1.90,+38,1.94,1.94
69,ATP Australian Open,australia,2015-01-20,Moriya H.,Janowicz J.,"Final result 1:3 (65:7, 6:2, 3:6, 5:7)",8.04,1.11,+7.5,1.90,1.99,+31.5,1.93,1.95
70,ATP Australian Open,australia,2015-01-20,Stakhovsky S.,Lajovic D.,"Final result 3:2 (6:3, 4:6, 6:4, 63:7, 6:4)",1.54,2.66,-5,2.04,1.81,+38.5,1.98,1.91
71,ATP Australian Open,australia,2015-01-20,Del Potro J.,Janowicz J.,Canceled,1.76,2.20,-2,1.98,1.91,+41,1.93,1.93
72,ATP Australian Open,australia,2015-01-20,Nieminen J.,Golubev A.,"Final result 3:0 (6:1, 6:2, 7:66)",1.65,2.40,-3,2.02,1.87,+39,1.93,1.96
73,ATP Australian Open,australia,2015-01-20,Copil M.,Andujar-Alba P.,"Final result 3:0 (6:2, 6:2, 7:5)",2.10,1.81,+0.5,1.98,1.86,+38.5,1.96,1.93
74,ATP Australian Open,australia,2015-01-20,Soeda G.,Ymer E.,"Final result 3:2 (1:6, 6:4, 4:6, 6:3, 6:3)",1.93,1.97,-0.5,1.99,1.86,+38,1.92,1.95
75,ATP Australian Open,australia,2015-01-20,Bachinger M.,Cuevas P.,"Final result 3:0 (7:61, 6:3, 6:1)",1.80,2.13,-2,2.01,1.86,+38.5,1.97,1.92
76,ATP Australian Open,australia,2015-01-20,Ferrer D.,Bellucci T.,"Final result 3:1 (62:7, 6:2, 6:0, 6:3)",1.06,11.45,-8.5,1.97,1.86,+30,1.91,1.98
77,ATP Australian Open,australia,2015-01-20,Djokovic N.,Bedene A.,"Final result 3:0 (6:3, 6:2, 6:4)",1.01,28.27,-10.5,2.04,1.81,+26.5,1.95,1.93
78,ATP Australian Open,australia,2015-01-20,Haase R.,Simon G.,"Final result 0:3 (1:6, 3:6, 4:6)",5.31,1.20,+6,2.08,1.79,+37.5,1.97,1.92
79,ATP Australian Open,australia,2015-01-20,Carreno-Busta P.,Muller G.,"Final result 0:3 (4:6, 65:7, 63:7)",2.34,1.68,+2.5,1.98,1.88,+39.5,1.91,1.98
80,ATP Australian Open,australia,2015-01-20,Dodig I.,Souza J.,"Final result 3:0 (6:4, 7:5, 6:4)",1.24,4.65,-6,1.95,1.93,+35,1.95,1.93
81,ATP Australian Open,australia,2015-01-20,Isner J.,Wang J.,"Final result 3:0 (7:65, 6:4, 6:4)",1.24,4.64,none,none,none,+39,1.93,1.93
82,ATP Australian Open,australia,2015-01-20,Thiem D.,Bautista-Agut R.,"Final result 1:3 (6:4, 2:6, 3:6, 65:7)",2.86,1.48,+4.5,2.00,1.89,+38,1.93,1.96
83,ATP Australian Open,australia,2015-01-20,Granollers-Pujol M.,Robert S.,"Final result 3:0 (6:3, 6:4, 6:4)",2.35,1.67,-1,2.03,1.83,+38,1.93,1.93
84,ATP Australian Open,australia,2015-01-20,Lokoli L.,Haider-Maurer A.,"Final result 1:3 (4:6, 5:7, 6:4, 3:6)",2.78,1.51,+3.5,2.04,1.82,+38,1.97,1.92
85,ATP Australian Open,australia,2015-01-20,Marchenko I.,Raonic M.,"Final result 0:3 (63:7, 63:7, 3:6)",14.00,1.05,none,none,none,+33,1.93,1.93
86,ATP Australian Open,australia,2015-01-20,Wawrinka S.,Ilhan M.,"Final result 3:0 (6:1, 6:4, 6:2)",1.02,22.91,-9,2.09,1.81,+28.5,1.97,1.92
87,ATP Australian Open,australia,2015-01-20,Ward J.,Verdasco F.,"Final result 1:3 (6:2, 0:6, 66:7, 3:6)",4.65,1.24,+6,1.92,1.97,+37,1.93,1.93
88,ATP Australian Open,australia,2015-01-20,Young D.,Puetz T.,"Final result 3:1 (6:4, 4:6, 6:3, 6:2)",1.36,3.48,-5.5,2.00,1.86,+36,1.96,1.90
89,ATP Australian Open,australia,2015-01-20,Almagro N.,Nishikori K.,"Final result 0:3 (4:6, 61:7, 2:6)",9.42,1.09,+7,2.00,1.89,+32.5,1.98,1.91
90,ATP Australian Open,australia,2015-01-20,Edmund K.,Johnson S.,"Final result 0:3 (4:6, 4:6, 3:6)",5.12,1.21,+6,2.07,1.83,+34.5,1.94,1.94
91,ATP Australian Open,australia,2015-01-20,Garcia-Lopez G.,Gojowczyk P.,"Gojowczyk P. retired (61:7, 7:5, 6:4, 1:0)",2.40,1.65,-1,2.03,1.83,+38.5,1.93,1.93
92,ATP Australian Open,australia,2015-01-20,Giraldo S.,Hernych J.,"Final result 3:0 (6:3, 6:2, 6:2)",1.70,2.30,-3,2.04,1.83,+38.5,1.94,1.94
93,ATP Australian Open,australia,2015-01-20,Gonzalez A.,Fognini F.,"Final result 3:1 (4:6, 6:2, 6:3, 6:4)",3.25,1.40,+5.5,1.93,1.92,+36,1.95,1.93
94,ATP Australian Open,australia,2015-01-20,Lopez F.,Kudla D.,"Final result 3:2 (3:6, 6:2, 4:6, 6:2, 10:8)",1.30,3.89,-5,1.91,1.98,+37.5,1.95,1.91
95,ATP Australian Open,australia,2015-01-20,Rola B.,Mannarino A.,"Final result 0:3 (67:7, 3:6, 2:6)",4.22,1.27,+5.5,2.01,1.88,+36,1.97,1.92
96,ATP Australian Open,australia,2015-01-19,Delbonis F.,Kyrgios N.,"Final result 2:3 (62:7, 6:3, 3:6, 7:65, 3:6)",5.24,1.20,+6.5,1.96,1.93,+34.5,1.96,1.91
97,ATP Australian Open,australia,2015-01-19,Bemelmans R.,Karlovic I.,"Final result 0:3 (4:6, 2:6, 4:6)",4.14,1.28,+4,1.95,1.89,+41.5,1.93,1.95
98,ATP Australian Open,australia,2015-01-19,Jaziri M.,Kukushkin M.,"Final result 3:1 (6:2, 6:3, 2:6, 7:63)",2.88,1.48,+4.5,1.98,1.87,+36.5,1.92,1.93
99,ATP Australian Open,australia,2015-01-19,Lu Y.H.,Federer R.,"Final result 0:3 (4:6, 2:6, 5:7)",20.00,1.03,+8,2.13,1.75,+29,1.94,1.94
100,ATP Australian Open,australia,2015-01-19,Kokkinakis T.,Gulbis E.,"Final result 3:2 (5:7, 6:0, 1:6, 7:62, 8:6)",2.40,1.65,+2.5,2.04,1.85,+38.5,1.94,1.94
101,ATP Australian Open,australia,2015-01-19,Monaco J.,Bolelli S.,"Final result 1:3 (3:6, 6:3, 3:6, 1:6)",2.30,1.69,+2,1.99,1.86,+38.5,1.95,1.93
102,ATP Australian Open,australia,2015-01-19,Vesely J.,Troicki V.,"Final result 1:3 (3:6, 6:3, 2:6, 3:6)",2.14,1.79,+1,2.01,1.85,+40.5,1.95,1.92
103,ATP Australian Open,australia,2015-01-19,Groth S.,Krajinovic F.,"Final result 3:0 (6:3, 7:64, 6:4)",1.42,3.14,-4.5,1.93,1.96,+39.5,1.96,1.91
104,ATP Australian Open,australia,2015-01-19,Melzer J.,Estrella V.,"Final result 3:0 (6:1, 6:4, 6:2)",1.42,3.14,-4.5,2.03,1.84,+37.5,1.92,1.95
105,ATP Australian Open,australia,2015-01-19,Robredo T.,Roger-Vasselin E.,Robredo T. retired (3:2),1.28,4.11,-5.5,2.01,1.89,+37.5,1.97,1.92
106,ATP Australian Open,australia,2015-01-19,Struff J-L.,Sela D.,"Final result 2:3 (4:6, 6:4, 6:3, 3:6, 5:7)",1.55,2.64,none,none,none,+37,1.92,1.97
107,ATP Australian Open,australia,2015-01-19,Kohlschreiber P.,Mathieu P.,"Final result 3:0 (6:2, 6:2, 6:1)",1.25,4.46,-6,2.00,1.89,+36.5,1.95,1.93
108,ATP Australian Open,australia,2015-01-19,Millman J.,Mayer L.,"Final result 0:3 (3:6, 3:6, 2:6)",2.33,1.68,+2,1.97,1.88,+39.5,1.92,1.95
109,ATP Australian Open,australia,2015-01-19,Rosol L.,De Schepper K.,"Final result 3:2 (4:6, 6:2, 64:7, 6:3, 6:4)",1.68,2.34,-2.5,2.01,1.88,+39.5,1.97,1.92
110,ATP Australian Open,australia,2015-01-19,Saville L.,Smyczek T.,"Final result 0:3 (62:7, 5:7, 4:6)",3.89,1.30,+5,2.08,1.83,+37,1.95,1.90
111,ATP Australian Open,australia,2015-01-19,Kamke T.,Tomic B.,"Final result 1:3 (5:7, 7:61, 3:6, 2:6)",6.90,1.14,+8,1.96,1.93,+31,1.93,1.93
112,ATP Australian Open,australia,2015-01-19,Youzhny M.,Nadal R.,"Final result 0:3 (3:6, 2:6, 2:6)",6.27,1.16,+6.5,1.93,1.96,+34,1.95,1.90
113,ATP Australian Open,australia,2015-01-19,Berdych T.,Falla A.,"Final result 3:0 (6:3, 7:61, 6:3)",1.03,20.00,-9.5,1.96,1.93,+35,1.92,1.94
114,ATP Australian Open,australia,2015-01-19,Baghdatis M.,Gabashvili T.,"Final result 3:2 (6:2, 65:7, 3:6, 6:4, 6:4)",1.56,2.59,-4,2.01,1.85,+38.5,1.94,1.92
115,ATP Australian Open,australia,2015-01-19,Goffin D.,Russell M.,"Final result 3:1 (6:3, 6:3, 5:7, 6:0)",1.11,8.04,-8,1.96,1.93,+30.5,1.98,1.91
116,ATP Australian Open,australia,2015-01-19,Kavcic B.,Duckworth J.,"Final result 2:3 (2:6, 7:5, 67:7, 6:3, 2:6)",1.65,2.40,-3,1.97,1.92,+40,1.94,1.92
117,ATP Australian Open,australia,2015-01-19,Murray A.,Bhambri Y.,"Final result 3:0 (6:3, 6:4, 7:63)",1.02,22.73,-10,1.89,2.00,+26.5,1.88,2.01
118,ATP Australian Open,australia,2015-01-19,Berlocq C.,Gasquet R.,"Final result 0:3 (1:6, 3:6, 1:6)",10.15,1.08,+8.5,1.87,2.02,+30,1.93,1.96
119,ATP Australian Open,australia,2015-01-19,Ito T.,Klizan M.,"Final result 0:3 (66:7, 2:6, 4:6)",3.39,1.38,+5.5,2.05,1.85,+37,1.93,1.96
120,ATP Australian Open,australia,2015-01-19,Anderson K.,Schwartzman D.,"Final result 3:1 (7:65, 7:5, 5:7, 6:4)",1.13,7.64,-8,2.09,1.77,+32,1.90,1.99
121,ATP Australian Open,australia,2015-01-19,Chardy J.,Coric B.,"Final result 3:1 (3:6, 6:4, 7:5, 6:4)",1.48,2.86,-4.5,2.00,1.85,none,none,none
122,ATP Australian Open,australia,2015-01-19,Gonzalez M.,Lacko L.,"Final result 2:3 (6:4, 2:6, 5:7, 7:64, 1:6)",3.50,1.35,+4.5,2.09,1.78,+38,1.95,1.93
123,ATP Australian Open,australia,2015-01-19,Kudryavtsev A.,Matosevic M.,"Final result 2:3 (4:6, 7:65, 6:4, 5:7, 3:6)",3.69,1.33,+4.5,2.10,1.77,+38.5,1.94,1.92
124,ATP Australian Open,australia,2015-01-19,Seppi A.,Istomin D.,"Final result 3:2 (5:7, 6:3, 2:6, 6:1, 6:4)",1.75,2.20,-2.5,2.01,1.85,+40.5,1.92,1.97
125,ATP Australian Open,australia,2015-01-19,Thompson J.,Sousa J.,"Final result 0:3 (4:6, 65:7, 4:6)",2.38,1.65,none,none,none,none,none,none
126,ATP Australian Open,australia,2015-01-19,Berankis R.,Sijsling I.,"Final result 3:2 (2:6, 6:4, 7:62, 66:7, 6:4)",1.61,2.47,none,none,none,+37.5,1.95,1.93
127,ATP Australian Open,australia,2015-01-19,Brown D.,Dimitrov G.,"Final result 0:3 (2:6, 3:6, 2:6)",8.60,1.10,+7,1.86,2.03,+33,1.93,1.95
128,ATP Australian Open,australia,2015-01-17,Beck A.,Bachinger M.,"Final result 0:2 (1:6, 64:7)",2.85,1.45,none,none,none,none,none,none
129,ATP Australian Open,australia,2015-01-17,Chung H.,Ymer E.,"Final result 0:2 (5:7, 3:6)",1.74,2.16,none,none,none,none,none,none
130,ATP Australian Open,australia,2015-01-17,Melzer J.,Darcis S.,"Final result 2:1 (7:66, 1:6, 6:4)",3.01,1.41,none,none,none,none,none,none
131,ATP Australian Open,australia,2015-01-17,Puetz T.,Jenkins J.,"Final result 2:0 (6:4, 7:5)",1.79,2.08,none,none,none,none,none,none
132,ATP Australian Open,australia,2015-01-17,Wang J.,Millot V.,"Final result 2:1 (6:1, 65:7, 6:2)",1.70,2.21,none,none,none,none,none,none
133,ATP Australian Open,australia,2015-01-17,Hernych J.,Kuznetsov Al.,"Final result 2:0 (6:3, 6:2)",2.32,1.65,none,none,none,none,none,none
134,ATP Australian Open,australia,2015-01-17,Bedene A.,Przysiezny M.,"Final result 2:0 (6:4, 6:4)",1.37,3.26,none,none,none,none,none,none
135,ATP Australian Open,australia,2015-01-17,Smyczek T.,Authom M.,"Final result 2:1 (5:7, 7:61, 6:2)",1.64,2.34,none,none,none,none,none,none
136,ATP Australian Open,australia,2015-01-17,Bemelmans R.,Moriya H.,"Final result 2:0 (6:2, 6:2)",1.44,2.92,none,none,none,none,none,none
137,ATP Australian Open,australia,2015-01-17,Bhambri Y.,Buchanan C.,"Final result 2:0 (6:3, 6:4)",1.40,3.08,none,none,none,none,none,none
138,ATP Australian Open,australia,2015-01-17,Broady L.,Russell M.,"Final result 0:2 (5:7, 3:6)",1.76,2.13,none,none,none,none,none,none
139,ATP Australian Open,australia,2015-01-17,Kubot L.,Marchenko I.,"Final result 0:2 (2:6, 2:6)",1.57,2.48,none,none,none,none,none,none
140,ATP Australian Open,australia,2015-01-17,Arnaboldi A.,Lokoli L.,"Final result 1:2 (4:6, 6:3, 4:6)",1.70,2.22,none,none,none,none,none,none
141,ATP Australian Open,australia,2015-01-17,Copil M.,Jasika O.,"Final result 2:0 (7:65, 6:2)",1.29,3.78,none,none,none,none,none,none
142,ATP Australian Open,australia,2015-01-17,Kudryavtsev A.,Sugita Y.,"Final result 2:0 (7:5, 6:4)",1.92,1.93,none,none,none,none,none,none
143,ATP Australian Open,australia,2015-01-17,Propoggia D.,Edmund K.,"Final result 1:2 (7:63, 4:6, 7:9)",3.53,1.32,none,none,none,none,none,none
144,ATP Australian Open,australia,2015-01-16,Melzer J.,Munoz-De La Nava D.,"Final result 2:1 (2:6, 7:62, 7:5)",1.27,3.99,none,none,none,none,none,none
145,ATP Australian Open,australia,2015-01-16,Odesnik W.,Millot V.,"Final result 0:2 (65:7, 2:6)",1.97,1.88,none,none,none,none,none,none
146,ATP Australian Open,australia,2015-01-16,Albot R.,Bachinger M.,"Final result 1:2 (1:6, 7:69, 2:6)",3.03,1.41,none,none,none,none,none,none
