,League,country,date,player1,player2,result,HomeAwayodd01,HomeAwayodd02,AHgames,AHodd01,AHodd02,OUgames,OUodds1,OUodds2
147,ATP Australian Open,australia,2015-01-16,Michon A.,Darcis S.,"Final result 0:2 (1:6, 3:6)",7.72,1.10,none,none,none,none,none,none
148,ATP Australian Open,australia,2015-01-16,Beck A.,Harris A.,"Final result 2:1 (7:68, 61:7, 6:2)",1.71,2.20,none,none,none,none,none,none
149,ATP Australian Open,australia,2015-01-16,Wang J.,Kravchuk K.,"Final result 2:1 (4:6, 7:65, 6:2)",1.36,3.28,none,none,none,none,none,none
150,ATP Australian Open,australia,2015-01-16,Mertl J.,Ymer E.,"Final result 0:2 (3:6, 4:6)",2.00,1.85,none,none,none,none,none,none
151,ATP Australian Open,australia,2015-01-16,Chung H.,Langer N.,"Final result 2:0 (6:1, 6:0)",1.53,2.59,none,none,none,none,none,none
152,ATP Australian Open,australia,2015-01-16,Dzumhur D.,Puetz T.,"Final result 1:2 (2:6, 6:4, 6:8)",1.93,1.93,none,none,none,none,none,none
153,ATP Australian Open,australia,2015-01-16,Cecchinato M.,Jenkins J.,"Final result 0:2 (4:6, 63:7)",3.03,1.41,none,none,none,none,none,none
154,ATP Australian Open,australia,2015-01-15,Hernych J.,Pavlasek A.,"Final result 2:1 (63:7, 6:3, 14:12)",1.70,2.21,none,none,none,none,none,none
155,ATP Australian Open,australia,2015-01-15,Przysiezny M.,Klahn B.,"Final result 2:0 (6:4, 6:4)",2.43,1.60,none,none,none,none,none,none
156,ATP Australian Open,australia,2015-01-15,Authom M.,Vanni L.,"Final result 2:0 (6:4, 7:63)",1.43,2.93,none,none,none,none,none,none
157,ATP Australian Open,australia,2015-01-15,Bedene A.,Brkic T.,"Final result 2:0 (6:0, 7:62)",1.13,7.02,none,none,none,none,none,none
158,ATP Australian Open,australia,2015-01-15,Melzer G.,Kuznetsov Al.,"Final result 0:2 (60:7, 4:6)",2.44,1.59,none,none,none,none,none,none
159,ATP Australian Open,australia,2015-01-15,Smyczek T.,Polmans M.,"Final result 2:0 (6:2, 6:3)",1.07,9.38,none,none,none,none,none,none
160,ATP Australian Open,australia,2015-01-15,Lokoli L.,Torebko P.,"Final result 2:1 (3:6, 7:63, 6:1)",1.40,3.08,none,none,none,none,none,none
161,ATP Australian Open,australia,2015-01-15,Buchanan C.,Delic M.,"Final result 2:1 (4:6, 6:1, 6:4)",2.33,1.64,none,none,none,none,none,none
162,ATP Australian Open,australia,2015-01-15,Kudryavtsev A.,Mott B.,"Final result 2:0 (6:2, 6:4)",1.36,3.28,none,none,none,none,none,none
163,ATP Australian Open,australia,2015-01-15,Menendez-Maceiras A.,Arnaboldi A.,"Final result 0:2 (4:6, 67:7)",1.42,2.98,none,none,none,none,none,none
164,ATP Australian Open,australia,2015-01-15,Nedovyesov A.,Kubot L.,"Final result 0:2 (4:6, 3:6)",2.24,1.69,none,none,none,none,none,none
165,ATP Australian Open,australia,2015-01-15,Bhambri Y.,Nishioka Y.,"Final result 2:0 (7:68, 6:3)",2.22,1.70,none,none,none,none,none,none
166,ATP Australian Open,australia,2015-01-15,Russell M.,De Bakker T.,"Final result 2:1 (4:6, 6:3, 7:5)",2.36,1.63,none,none,none,none,none,none
167,ATP Australian Open,australia,2015-01-15,McGee J.,Propoggia D.,"Final result 0:2 (3:6, 4:6)",1.30,3.69,none,none,none,none,none,none
168,ATP Australian Open,australia,2015-01-15,Couacaud E.,Moriya H.,"Final result 1:2 (6:3, 1:6, 2:6)",1.71,2.20,none,none,none,none,none,none
169,ATP Australian Open,australia,2015-01-15,Fucsovics M.,Marchenko I.,"Final result 1:2 (6:3, 4:6, 7:9)",2.53,1.56,none,none,none,none,none,none
170,ATP Australian Open,australia,2015-01-15,Jasika O.,Smith J. P.,"Final result 2:1 (65:7, 6:3, 12:10)",3.16,1.38,none,none,none,none,none,none
171,ATP Australian Open,australia,2015-01-15,Berrer M.,Bemelmans R.,"Final result 1:2 (6:3, 5:7, 3:6)",1.65,2.32,none,none,none,none,none,none
172,ATP Australian Open,australia,2015-01-15,Edmund K.,Krajicek A.,"Final result 2:1 (4:6, 7:64, 6:2)",1.71,2.20,none,none,none,none,none,none
173,ATP Australian Open,australia,2015-01-15,Copil M.,Petzschner P.,"Final result 2:1 (6:3, 3:6, 8:6)",1.43,2.93,none,none,none,none,none,none
174,ATP Australian Open,australia,2015-01-15,Kovalik J.,Sugita Y.,"Final result 0:2 (2:6, 1:6)",2.08,1.79,none,none,none,none,none,none
175,ATP Australian Open,australia,2015-01-15,Broady L.,Donaldson J.,"Final result 2:1 (7:64, 65:7, 6:4)",1.81,2.05,none,none,none,none,none,none
176,ATP Australian Open,australia,2015-01-14,Bedene A.,Andreozzi G.,"Final result 2:1 (5:7, 6:4, 6:2)",1.11,7.33,none,none,none,none,none,none
177,ATP Australian Open,australia,2015-01-14,Huta-Galung J.,Harris A.,"Final result 0:2 (3:6, 67:7)",1.70,2.21,none,none,none,none,none,none
178,ATP Australian Open,australia,2015-01-14,Ebden M.,Bachinger M.,"Final result 1:2 (6:4, 67:7, 3:6)",2.89,1.44,none,none,none,none,none,none
179,ATP Australian Open,australia,2015-01-14,Cecchinato M.,Martin A.,"Final result 2:0 (6:3, 6:2)",2.45,1.59,none,none,none,none,none,none
180,ATP Australian Open,australia,2015-01-14,Langer N.,Ramanathan R.,"Final result 2:1 (7:5, 4:6, 6:4)",1.62,2.35,none,none,none,none,none,none
181,ATP Australian Open,australia,2015-01-14,Ghem A.,Pavlasek A.,"Final result 0:2 (1:6, 64:7)",2.43,1.60,none,none,none,none,none,none
182,ATP Australian Open,australia,2015-01-14,Desein N.,Albot R.,"Final result 0:2 (3:6, 2:6)",2.51,1.56,none,none,none,none,none,none
183,ATP Australian Open,australia,2015-01-14,Beck A.,Setkic A.,"Final result 2:0 (6:3, 6:4)",1.43,2.97,none,none,none,none,none,none
184,ATP Australian Open,australia,2015-01-14,Karatsev A.,Brkic T.,"Final result 0:2 (5:7, 2:6)",1.50,2.69,none,none,none,none,none,none
185,ATP Australian Open,australia,2015-01-14,Jenkins J.,Ram R.,"Final result 2:1 (4:6, 6:3, 6:4)",2.05,1.81,none,none,none,none,none,none
186,ATP Australian Open,australia,2015-01-14,Wang J.,Viola M.,"Final result 2:1 (6:3, 3:6, 7:5)",1.26,4.07,none,none,none,none,none,none
187,ATP Australian Open,australia,2015-01-14,Mahut N.,Hernych J.,"Final result 0:2 (63:7, 1:6)",1.70,2.22,none,none,none,none,none,none
188,ATP Australian Open,australia,2015-01-14,Clezar G.,Mertl J.,"Final result 1:2 (61:7, 7:62, 0:6)",1.93,1.93,none,none,none,none,none,none
189,ATP Australian Open,australia,2015-01-14,Kuznetsov Al.,Dancevic F.,"Final result 2:1 (3:6, 6:3, 6:3)",2.55,1.55,none,none,none,none,none,none
190,ATP Australian Open,australia,2015-01-14,Ymer E.,Paire B.,"Final result 2:0 (6:0, 6:4)",3.29,1.36,none,none,none,none,none,none
191,ATP Australian Open,australia,2015-01-14,De Paula F.,Puetz T.,"Final result 0:2 (4:6, 5:7)",4.35,1.24,none,none,none,none,none,none
192,ATP Australian Open,australia,2015-01-14,Herbert P.,Chung H.,"Final result 0:2 (4:6, 2:6)",1.55,2.55,none,none,none,none,none,none
193,ATP Australian Open,australia,2015-01-14,Dzumhur D.,Mecir M.,"Final result 2:1 (5:7, 7:5, 6:4)",2.07,1.80,none,none,none,none,none,none
194,ATP Australian Open,australia,2015-01-14,Mertens Y.,Melzer G.,"Final result 1:2 (6:4, 5:7, 5:7)",2.01,1.85,none,none,none,none,none,none
195,ATP Australian Open,australia,2015-01-14,Lopez-Perez E.,Klahn B.,"Final result 0:2 (3:6, 4:6)",6.29,1.14,none,none,none,none,none,none
196,ATP Australian Open,australia,2015-01-14,Kravchuk K.,Fabbiano T.,"Final result 2:1 (6:4, 4:6, 8:6)",1.69,2.24,none,none,none,none,none,none
197,ATP Australian Open,australia,2015-01-14,Munoz-De La Nava D.,Veic A.,"Final result 2:0 (7:65, 7:5)",1.52,2.63,none,none,none,none,none,none
198,ATP Australian Open,australia,2015-01-14,Michon A.,Reid M.,"Final result 2:0 (7:5, 6:4)",2.45,1.58,none,none,none,none,none,none
199,ATP Australian Open,australia,2015-01-14,Sorensen L.,Millot V.,"Final result 0:2 (1:6, 0:6)",2.98,1.42,none,none,none,none,none,none
200,ATP Australian Open,australia,2015-01-14,Cervantes I.,Darcis S.,"Final result 0:2 (0:6, 5:7)",8.88,1.08,none,none,none,none,none,none
201,ATP Australian Open,australia,2015-01-14,Odesnik W.,Harrison R.,"Final result 2:0 (6:3, 7:64)",3.84,1.29,none,none,none,none,none,none
202,ATP Australian Open,australia,2015-01-14,Donskoy E.,Bhambri Y.,"Final result 1:2 (6:4, 1:6, 6:8)",1.38,3.18,none,none,none,none,none,none
203,ATP Australian Open,australia,2015-01-14,Melzer J.,Jarry N.,"Final result 2:0 (6:3, 6:4)",1.18,5.23,none,none,none,none,none,none
204,ATP Australian Open,australia,2015-01-14,Przysiezny M.,Zopp J.,"Final result 2:1 (4:6, 6:3, 9:7)",1.80,2.07,none,none,none,none,none,none
205,ATP Australian Open,australia,2015-01-14,Marcora R.,Buchanan C.,"Final result 0:2 (65:7, 5:7)",2.07,1.80,none,none,none,none,none,none
206,ATP Australian Open,australia,2015-01-14,Torebko P.,Elias G.,"Final result 2:1 (1:6, 7:65, 6:3)",3.97,1.27,none,none,none,none,none,none
207,ATP Australian Open,australia,2015-01-14,Krstin P.,Vanni L.,"Final result 0:2 (65:7, 2:6)",2.63,1.52,none,none,none,none,none,none
208,ATP Australian Open,australia,2015-01-14,Polmans M.,Samper-Montana J.,"Final result 2:0 (7:67, 6:1)",3.18,1.38,none,none,none,none,none,none
209,ATP Australian Open,australia,2015-01-14,Van Peperzeel G.,Authom M.,"Final result 0:2 (2:6, 3:6)",5.85,1.15,none,none,none,none,none,none
210,ATP Australian Open,australia,2015-01-14,Nishioka Y.,Lama G.,"Final result 2:0 (6:2, 6:1)",1.11,7.29,none,none,none,none,none,none
211,ATP Australian Open,australia,2015-01-14,Arnaboldi A.,Eysseric J.,"Final result 2:0 (6:2, 7:60)",1.38,3.19,none,none,none,none,none,none
212,ATP Australian Open,australia,2015-01-14,Basilashvili N.,Delic M.,"Final result 1:2 (6:3, 64:7, 6:8)",1.43,2.97,none,none,none,none,none,none
213,ATP Australian Open,australia,2015-01-14,Menendez-Maceiras A.,Travaglia S.,"Final result 2:1 (65:7, 7:64, 6:3)",1.19,5.08,none,none,none,none,none,none
214,ATP Australian Open,australia,2015-01-14,Bozoljac I.,Lokoli L.,"Final result 0:2 (3:6, 65:7)",1.53,2.61,none,none,none,none,none,none
215,ATP Australian Open,australia,2015-01-14,Smyczek T.,Coppejans K.,"Final result 2:0 (7:63, 7:5)",1.33,3.50,none,none,none,none,none,none
216,ATP Australian Open,australia,2015-01-14,Kovalik J.,Mina G.,"Final result 2:0 (6:3, 6:4)",1.38,3.22,none,none,none,none,none,none
217,ATP Australian Open,australia,2015-01-14,Kudryavtsev A.,Williams R.,"Final result 2:0 (7:5, 6:2)",2.61,1.53,none,none,none,none,none,none
218,ATP Australian Open,australia,2015-01-14,Krajicek A.,Devvarman S.,"Final result 2:1 (6:4, 3:6, 6:4)",2.03,1.84,none,none,none,none,none,none
219,ATP Australian Open,australia,2015-01-14,Mitchell B.,Marchenko I.,"Final result 0:2 (64:7, 4:6)",2.58,1.53,none,none,none,none,none,none
220,ATP Australian Open,australia,2015-01-14,Nedovyesov A.,Bourchier H.,"Final result 2:0 (6:0, 6:2)",1.15,5.94,none,none,none,none,none,none
221,ATP Australian Open,australia,2015-01-14,Propoggia D.,Klein B.,"Final result 2:0 (6:4, 6:4)",2.73,1.49,none,none,none,none,none,none
222,ATP Australian Open,australia,2015-01-14,Edmund K.,Lamasine T.,"Final result 2:0 (6:4, 6:2)",1.27,3.99,none,none,none,none,none,none
223,ATP Australian Open,australia,2015-01-14,Sandgren T.,Sugita Y.,"Final result 1:2 (6:3, 4:6, 1:6)",2.05,1.81,none,none,none,none,none,none
224,ATP Australian Open,australia,2015-01-14,Gombos N.,McGee J.,"Final result 1:2 (6:1, 3:6, 2:6)",1.65,2.32,none,none,none,none,none,none
225,ATP Australian Open,australia,2015-01-14,Mott B.,De Greef A.,"Final result 2:0 (6:4, 7:5)",1.51,2.65,none,none,none,none,none,none
226,ATP Australian Open,australia,2015-01-14,Kubot L.,Guez D.,"Final result 2:1 (6:3, 1:6, 6:3)",1.20,4.87,none,none,none,none,none,none
227,ATP Australian Open,australia,2015-01-14,Fucsovics M.,Podlipnik-Castillo H.,"Final result 2:0 (6:4, 6:3)",1.24,4.30,none,none,none,none,none,none
228,ATP Australian Open,australia,2015-01-13,Smith J. P.,Zverev A.,"Final result 2:0 (7:68, 6:4)",1.74,2.16,none,none,none,none,none,none
229,ATP Australian Open,australia,2015-01-13,Berrer M.,Daniel T.,"Final result 2:0 (6:3, 6:4)",1.60,2.41,none,none,none,none,none,none
230,ATP Australian Open,australia,2015-01-13,Chen T.,De Bakker T.,"Final result 1:2 (6:2, 4:6, 2:6)",4.87,1.20,none,none,none,none,none,none
231,ATP Australian Open,australia,2015-01-13,Dustov F.,Broady L.,"Final result 0:2 (4:6, 3:6)",1.68,2.26,none,none,none,none,none,none
232,ATP Australian Open,australia,2015-01-13,Ginepri R.,Moriya H.,"Final result 1:2 (6:4, 1:6, 3:6)",1.75,2.14,none,none,none,none,none,none
233,ATP Australian Open,australia,2015-01-13,Molchanov D.,Russell M.,"Final result 0:2 (2:6, 2:6)",2.26,1.68,none,none,none,none,none,none
234,ATP Australian Open,australia,2015-01-13,Petzschner P.,Trungelliti M.,"Final result 2:0 (6:4, 6:3)",1.61,2.39,none,none,none,none,none,none
235,ATP Australian Open,australia,2015-01-13,Westerhof B.,Bemelmans R.,"Final result 0:2 (4:6, 2:6)",5.01,1.19,none,none,none,none,none,none
236,ATP Australian Open,australia,2015-01-13,Zeballos H.,Copil M.,"Final result 0:2 (4:6, 5:7)",3.02,1.41,none,none,none,none,none,none
237,ATP Australian Open,australia,2015-01-13,Bourgue M.,Jasika O.,"Final result 0:2 (5:7, 4:6)",2.71,1.49,none,none,none,none,none,none
238,ATP Australian Open,australia,2015-01-13,Donaldson J.,Banes M.,"Final result 2:0 (6:3, 6:2)",1.25,4.21,none,none,none,none,none,none
239,ATP Australian Open,australia,2015-01-13,Yang T.,Couacaud E.,"Final result 1:2 (5:7, 6:2, 5:7)",3.55,1.32,none,none,none,none,none,none
